"","district_2020","ps_2020","gp_2020","anganwadi_other_rural_infrastructure_in_lakhs_completed_2022","anganwadi_other_rural_infrastructure_in_lakhs_ongoing_suspended_2022","anganwadi_other_rural_infrastructure_in_lakhs_approved_not_in_progress_2022","coastal_areas_in_lakhs_completed_2022","coastal_areas_in_lakhs_ongoing_suspended_2022","coastal_areas_in_lakhs_approved_not_in_progress_2022","fisheries_in_lakhs_completed_2022","fisheries_in_lakhs_ongoing_suspended_2022","fisheries_in_lakhs_approved_not_in_progress_2022","food_grain_in_lakhs_completed_2022","food_grain_in_lakhs_ongoing_suspended_2022","food_grain_in_lakhs_approved_not_in_progress_2022","play_ground_in_lakhs_completed_2022","play_ground_in_lakhs_ongoing_suspended_2022","play_ground_in_lakhs_approved_not_in_progress_2022","rural_drinking_water_in_lakhs_completed_2022","rural_drinking_water_in_lakhs_ongoing_suspended_2022","rural_drinking_water_in_lakhs_approved_not_in_progress_2022","rural_sanitation_in_lakhs_completed_2022","rural_sanitation_in_lakhs_ongoing_suspended_2022","rural_sanitation_in_lakhs_approved_not_in_progress_2022","other_works_in_lakhs_completed_2022","other_works_in_lakhs_ongoing_suspended_2022","other_works_in_lakhs_approved_not_in_progress_2022","provision_of_irrigation_facility_to_land_owned_by_sc_st_lr_or_iay_beneficiaries_small_or_marginal_farmers_in_lakhs_completed_2022","provision_of_irrigation_facility_to_land_owned_by_sc_st_lr_or_iay_beneficiaries_small_or_marginal_farmers_in_lakhs_ongoing_suspended_2022","provision_of_irrigation_facility_to_land_owned_by_sc_st_lr_or_iay_beneficiaries_small_or_marginal_farmers_in_lakhs_approved_not_in_progress_2022","rural_connectivity_in_lakhs_completed_2022","rural_connectivity_in_lakhs_ongoing_suspended_2022","rural_connectivity_in_lakhs_approved_not_in_progress_2022","water_conservation_and_water_harvesting_in_lakhs_completed_2022","water_conservation_and_water_harvesting_in_lakhs_ongoing_suspended_2022","water_conservation_and_water_harvesting_in_lakhs_approved_not_in_progress_2022","renovation_of_traditional_water_bodies_in_lakhs_completed_2022","renovation_of_traditional_water_bodies_in_lakhs_ongoing_suspended_2022","renovation_of_traditional_water_bodies_in_lakhs_approved_not_in_progress_2022","flood_control_and_protection_in_lakhs_completed_2022","flood_control_and_protection_in_lakhs_ongoing_suspended_2022","flood_control_and_protection_in_lakhs_approved_not_in_progress_2022","land_development_in_lakhs_completed_2022","land_development_in_lakhs_ongoing_suspended_2022","land_development_in_lakhs_approved_not_in_progress_2022","bharat_nirman_sewa_kendra_in_lakhs_completed_2022","bharat_nirman_sewa_kendra_in_lakhs_ongoing_suspended_2022","bharat_nirman_sewa_kendra_in_lakhs_approved_not_in_progress_2022","micro_irrigation_works_in_lakhs_completed_2022","micro_irrigation_works_in_lakhs_ongoing_suspended_2022","micro_irrigation_works_in_lakhs_approved_not_in_progress_2022","drought_proofing_in_lakhs_completed_2022","drought_proofing_in_lakhs_ongoing_suspended_2022","drought_proofing_in_lakhs_approved_not_in_progress_2022","total_in_lakhs_completed_2022","total_in_lakhs_ongoing_suspended_2022","total_in_lakhs_approved_not_in_progress_2022","works_on_individuals_land_category_iv_in_lakhs_completed_2022","works_on_individuals_land_category_iv_in_lakhs_ongoing_suspended_2022","works_on_individuals_land_category_iv_in_lakhs_approved_not_in_progress_2022","anganwadi_other_rural_infrastructure_in_lakhs_nan_2022","anganwadi_other_rural_infrastructure_in_lakhs_nan_1_2022","bharat_nirman_sewa_kendra_in_lakhs_nan_2022","bharat_nirman_sewa_kendra_in_lakhs_nan_1_2022","coastal_areas_in_lakhs_nan_2022","coastal_areas_in_lakhs_nan_1_2022","drought_proofing_in_lakhs_nan_2022","drought_proofing_in_lakhs_nan_1_2022","fisheries_in_lakhs_nan_2022","fisheries_in_lakhs_nan_1_2022","flood_control_and_protection_in_lakhs_nan_2022","flood_control_and_protection_in_lakhs_nan_1_2022","food_grain_in_lakhs_nan_2022","food_grain_in_lakhs_nan_1_2022","land_development_in_lakhs_nan_2022","land_development_in_lakhs_nan_1_2022","micro_irrigation_works_in_lakhs_nan_2022","micro_irrigation_works_in_lakhs_nan_1_2022","other_works_in_lakhs_nan_2022","other_works_in_lakhs_nan_1_2022","play_ground_in_lakhs_nan_2022","play_ground_in_lakhs_nan_1_2022","renovation_of_traditional_water_bodies_in_lakhs_nan_2022","renovation_of_traditional_water_bodies_in_lakhs_nan_1_2022","rural_connectivity_in_lakhs_nan_2022","rural_connectivity_in_lakhs_nan_1_2022","rural_drinking_water_in_lakhs_nan_2022","rural_drinking_water_in_lakhs_nan_1_2022","rural_sanitation_in_lakhs_nan_2022","rural_sanitation_in_lakhs_nan_1_2022","water_conservation_and_water_harvesting_in_lakhs_nan_2022","water_conservation_and_water_harvesting_in_lakhs_nan_1_2022","works_on_individuals_land_category_iv_in_lakhs_nan_2022","works_on_individuals_land_category_iv_in_lakhs_nan_1_2022","nan_in_lakhs_completed_2022","nan_in_lakhs_2022","nan_in_lakhs_1_2022","childcare_comp_project_2022","childcare_comp_expenditure_2022","childcare_ongoing_project_2022","childcare_ongoing_expenditure_2022","water_trad_comp_project_2022","water_trad_comp_expenditure_2022","water_trad_ongoing_project_2022","water_trad_ongoing_expenditure_2022","connectivity_comp_project_2022","connectivity_comp_expenditure_2022","connectivity_ongoing_project_2022","connectivity_ongoing_expenditure_2022","drinking_water_comp_project_2022","drinking_water_comp_expenditure_2022","drinking_water_ongoing_project_2022","drinking_water_ongoing_expenditure_2022","sanitation_comp_project_2022","sanitation_comp_expenditure_2022","sanitation_ongoing_project_2022","sanitation_ongoing_expenditure_2022","water_conserve_comp_project_2022","water_conserve_comp_expenditure_2022","water_conserve_ongoing_project_2022","water_conserve_ongoing_expenditure_2022","total_comp_project_2022","total_comp_expenditure_2022","total_ongoing_project_2022","total_ongoing_expenditure_2022","drought_comp_project_2022","drought_comp_expenditure_2022","drought_ongoing_project_2022","drought_ongoing_expenditure_2022","land_dev_comp_project_2022","land_dev_comp_expenditure_2022","land_dev_ongoing_project_2022","land_dev_ongoing_expenditure_2022","micro_irrig_comp_project_2022","micro_irrig_comp_expenditure_2022","micro_irrig_ongoing_project_2022","micro_irrig_ongoing_expenditure_2022","flood_comp_project_2022","flood_comp_expenditure_2022","flood_ongoing_project_2022","flood_ongoing_expenditure_2022","number_of_jobcards_applied_for_2022","number_of_jobcards_issued_2022","registered_workers_s_cs_2022","registered_workers_s_ts_2022","registered_workers_others_2022","registered_workers_total_workers_2022","registered_workers_women_2022","number_of_active_job_cards_2022","active_workers_s_cs_2022","active_workers_s_ts_2022","active_workers_others_2022","active_workers_total_workers_2022","active_workers_women_2022","yearly_household_2022","yearly_persons_2022","x3_a_hh_issued_jobcards_s_cs_2022","x3_b_hh_issued_jobcards_s_ts_2022","x3_c_hh_issued_jobcards_others_2022","x3_d_hh_issued_jobcards_total_2022","x4_a_no_of_hh_provided_employment_s_cs_2022","x4_b_no_of_hh_provided_employment_s_ts_2022","x4_c_no_of_hh_provided_employment_others_2022","x4_d_no_of_hh_provided_employment_total_2022","x4_e_emp_provided_no_of_women_2022","x5_a_no_of_persondays_generated_s_cs_2022","x5_b_no_of_persondays_generated_s_ts_2022","x5_c_no_of_persondays_generated_others_2022","x5_d_no_of_persondays_generated_total_2022","x5_e_no_of_persondays_generated_women_2022","x6_a_families_completed_100_days_s_cs_2022","x6_b_families_completed_100_days_s_ts_2022","x6_c_families_completed_100_days_others_2022","x6_d_families_completed_100_days_total_2022"
"11","Jodhpur","Shergarh","Solankiya Tala","0 0","2 0.08","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"4 0","6 12.42","2 0","1 0.5","13 5.6","3 0","0 0","2 2.39","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","4 0.68","0 0","52 3.6","61 37.23","7 0","47 3.1","34 16.06","2 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0.08,0,0,2,2.39,4,0,6,12.42,0,0,0,0,0,0,0,0,1,0.5,13,5.6,52,3.6,61,37.23,0,0,4,0.68,47,3.1,34,16.06,0,0,0,0,0,0,0,0,1147,1147,819,492,3965,5276,2638,1037,613,326,2667,3606,1938,1292,1590,199,97,845,1141,108,45,302,455,401,5216,1213,11880,18309,11965,9,1,15,25
"12","Bharatpur","Nadbai","Lakhanpur","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","1 2.12","0 0","0 0","1 0.3","0 0","0 0","1 5.48","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","1 0.69","0 0","0 0","0 0","0 0","0 0","4 8.59","7 0","0 0","0 0","6 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5.48,0,0,1,2.12,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,4,8.59,0,0,0,0,0,0,0,0,0,0,1,0.69,0,0,0,0,701,701,846,22,1433,2301,1033,546,307,9,486,802,414,646,670,243,7,451,701,112,1,182,295,192,1876,23,3373,5272,3035,0,0,0,0
"13","Ganganagar","Suratgarh","Bakhtawarpura","0 0","1 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","73 0","0 0","0 0","0 0",NA,NA,NA,"7 0.77","18 3.27","3 0","0 0","0 0","0 0","0 0","2 0.06","1 0","0 0","0 0","0 0","2 0.03","1 0","0 0","0 0","0 0","0 0","1 0.04","8 1.25","2 0","0 0","10 30.58","1 0","63 10.18","133 37.9","106 0","53 9.33","92 2.75","25 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,2,0.06,7,0.77,18,3.27,0,0,0,0,0,0,1,0,0,0,0,0,63,10.18,133,37.9,0,0,10,30.58,53,9.33,92,2.75,1,0.04,8,1.25,0,0,0,0,1422,1402,337,9,2179,2525,1230,1288,282,9,1739,2030,992,1264,1786,187,5,1227,1419,62,1,337,400,290,2894,76,13307,16277,7724,6,0,26,32
"14","Jaisalmer","Sam","Chhatangarh","0 0","7 6.92","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","23 12.06","6 0","3 0.73","12 20.23","24 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","2 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","64 9.25","53 39.92","43 0","61 8.52","11 0.71","11 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,6.92,0,0,0,0,0,0,23,12.06,0,0,0,0,0,0,0,0,3,0.73,12,20.23,64,9.25,53,39.92,0,0,0,0,61,8.52,11,0.71,0,0,0,0,0,0,0,0,491,476,72,13,1292,1377,663,447,62,6,1042,1110,513,1256,1595,29,0,444,473,25,0,306,331,189,2089,0,19441,21530,7109,13,0,91,104
"15","Dausa","Sikrai","Theekariya","0 0","1 2.72","3 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0",NA,NA,NA,"2 0","1 0.84","0 0","1 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 2.88","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","2 0.67","2 0","3 0","47 14.57","20 0","0 0","42 7.46","13 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.72,0,0,0,0,2,0,1,0.84,0,0,0,0,0,0,0,0,1,0,0,0,3,0,47,14.57,0,0,2,0.67,0,0,42,7.46,0,0,0,0,0,0,0,0,604,601,458,877,590,1925,1016,291,129,334,148,611,426,349,522,170,230,184,584,26,70,19,115,99,1496,2035,887,4418,2657,2,0,0,2
"16","Rajsamand","Kumbhalgarh","Dhanin","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"1 0.03","8 14.82","7 0","4 0.45","9 32.33","11 0","1 9.33","0 0","0 0","0 0","0 0","0 0","2 2.16","5 9.98","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","1 0.06","2 0","13 12.82","31 61.7","30 0","5 0.85","8 4.51","9 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,9.33,0,0,1,0.03,8,14.82,0,0,0,0,0,0,0,0,4,0.45,9,32.33,13,12.82,31,61.7,0,0,1,0.06,5,0.85,8,4.51,0,0,0,0,0,0,0,0,1076,1063,911,599,1207,2717,1357,917,560,331,597,1488,836,2880,3087,357,247,471,1075,237,122,202,561,501,12778,6008,7242,26028,20415,16,4,4,24
"17","Banswara","Gadhi","Rohida","1 0.62","4 5.13","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"13 44.9","18 47.5","0 0","0 0","1 14.17","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","18 47.39","9 0","0 0","0 0","0 0","2 18.22","24 68.72","1 0","0 0","0 0","1 0","91 74.46","122 187.06","21 0","75 10.71","56 4.15","8 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.62,4,5.13,0,0,0,0,13,44.9,18,47.5,0,0,0,0,0,0,0,0,0,0,1,14.17,91,74.46,122,187.06,0,0,0,0,75,10.71,56,4.15,2,18.22,24,68.72,0,0,0,0,974,962,251,1701,1320,3272,1625,888,221,1422,1155,2798,1411,4281,7227,91,474,397,962,89,426,385,900,998,6538,30455,27995,64988,33494,7,27,26,60
"18","Ajmer","Masuda","Baral -Ii","1 0","1 3.22","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","6 0.35","0 0","0 0","1 0","0 0",NA,NA,NA,"0 0","5 0","3 0","0 0","1 3.87","1 0","2 4.31","2 5.98","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","2 0.18","2 0.26","3 0","6 4.62","21 13.67","12 0","1 0.14","3 0","4 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,3.22,2,4.31,2,5.98,0,0,5,0,0,0,0,0,0,0,6,0.35,0,0,1,3.87,6,4.62,21,13.67,2,0.18,2,0.26,1,0.14,3,0,0,0,0,0,0,0,0,0,934,875,182,100,1930,2212,1139,519,57,20,515,592,482,1205,1263,78,38,820,936,34,12,334,380,357,935,542,10684,12161,10945,0,0,1,1
"19","Churu","Ratangarh","Ratnadesar","0 0","4 9.52","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","2 0","1 0","0 0","0 0","0 0",NA,NA,NA,"0 0","2 35.88","0 0","0 0","12 45.39","5 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","3 0.75","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","4 1.18","1 0","11 0.69","84 129.39","32 0","11 0.69","55 36.67","24 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,9.52,0,0,0,0,0,0,2,35.88,0,0,0,0,0,0,2,0,0,0,12,45.39,11,0.69,84,129.39,0,0,4,1.18,11,0.69,55,36.67,0,0,0,0,0,0,0,0,1072,1072,563,23,1667,2253,882,857,371,10,872,1253,445,3521,3988,264,9,804,1077,206,3,398,607,357,14740,106,23284,38130,20477,1,0,30,31
"20","Rajsamand","Khamnor","Unwas","0 0","3 0.78","3 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","4 0","0 0","0 0","0 0",NA,NA,NA,"2 0","7 28.36","2 0","1 0","6 20.58","4 0","1 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 1.27","0 0","1 0","5 0.92","0 0","11 0.09","84 52.08","21 0","6 0.09","60 0.17","8 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0.78,1,0,1,0,2,0,7,28.36,0,0,0,0,0,0,0,0,1,0,6,20.58,11,0.09,84,52.08,1,0,5,0.92,6,0.09,60,0.17,0,0,1,1.27,0,0,0,0,1095,1068,87,1060,1194,2341,1235,672,30,318,395,743,585,2396,2446,32,460,499,991,17,183,176,376,357,996,12752,12179,25927,23539,1,31,31,63
"21","Jodhpur","Shergarh","Shergarh","0 0","3 0.1","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","2 1.32","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","2 0","0 0","0 0.55","7 30.98","0 0","0 0","1 2.61","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","3 0.63","10 19.65","0 0","106 14.57","62 63.15","3 0","103 13.39","36 8.48","3 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0.1,0,0,1,2.61,0,0,2,0,0,0,0,0,0,0,2,1.32,0,0.55,7,30.98,106,14.57,62,63.15,3,0.63,10,19.65,103,13.39,36,8.48,0,0,0,0,0,0,0,0,1258,1183,1207,190,2288,3685,1896,1058,829,106,1539,2474,1512,1855,2177,401,57,711,1169,191,31,437,659,609,9592,1576,24097,35265,27588,4,0,42,46
"22","Nagaur","Ladnu","Kasumbi Alipur","0 0","1 5.45","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0",NA,NA,NA,"0 0","14 53.63","0 0","0 0","2 10.78","0 0","0 0","1 0","0 0","0 0","0 0","0 0","0 0","2 2.06","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","3 0","0 0","4 0.1","45 88.94","6 0","4 0.1","22 17.02","5 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,5.45,0,0,1,0,0,0,14,53.63,0,0,0,0,0,0,0,0,0,0,2,10.78,4,0.1,45,88.94,0,0,3,0,4,0.1,22,17.02,0,0,0,0,0,0,0,0,1170,1166,844,2,2159,3005,1435,712,318,0,579,897,582,1786,1817,337,1,838,1176,162,0,252,414,342,8225,0,12606,20831,17038,0,0,1,1
"23","Bikaner","Dungargarh","Dusarna Pandrikji","0 0","2 0","2 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","3 11.08","1 0","0 0","12 59.13","0 0","0 0","1 6.08","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","2 0.05","0 0","7 8.61","46 78.72","9 0","7 8.61","25 2.4","6 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,1,6.08,0,0,3,11.08,0,0,0,0,0,0,1,0,0,0,12,59.13,7,8.61,46,78.72,0,0,2,0.05,7,8.61,25,2.4,0,0,0,0,0,0,0,0,902,858,909,31,3728,4668,2119,728,459,14,1925,2398,1083,2174,3002,204,13,647,864,95,2,357,454,352,7038,105,25385,32528,13847,8,0,49,57
"24","Ganganagar","Suratgarh","Sardarpurabika","0 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","6 0","0 0","0 0","0 0",NA,NA,NA,"5 6.79","5 8.57","20 0","0 0","1 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0","3 1.16","1 2.95","3 0","0 0","0 0","0 0","6 5.39","4 7.27","1 0","0 0","3 0.01","0 0","26 15.23","68 25.32","39 0","12 1.89","53 6.53","8 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,5,6.79,5,8.57,0,0,0,0,0,0,0,0,0,0,1,0,26,15.23,68,25.32,0,0,3,0.01,12,1.89,53,6.53,6,5.39,4,7.27,0,0,0,0,948,948,886,5,847,1738,826,838,701,2,639,1342,679,1959,2477,468,3,468,939,341,2,286,629,498,11639,50,10080,21769,13777,3,0,1,4
"25","Churu","Churu","Asalkhedi","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0",NA,NA,NA,"0 0","11 34.28","10 0","1 1.24","6 28.71","9 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0.08","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","6 2.08","4 0","3 1.58","32 68.69","51 0","2 0.34","8 3.54","26 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11,34.28,0,0,0,0,0,0,0,0,1,1.24,6,28.71,3,1.58,32,68.69,0,0,6,2.08,2,0.34,8,3.54,0,0,0,0,0,0,0,0,907,906,664,17,1807,2488,1004,695,400,4,959,1363,570,1411,1620,163,8,735,906,89,2,235,326,183,4551,111,11415,16077,8119,0,0,1,1
"26","Jaipur","Jamwaramgarh","Sayapura","0 0","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","0 0","0 0","1 0.02","5 8.62","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","2 0.14","6 8.62","0 0","1 0.13","0 0","0 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,5,8.62,2,0.14,6,8.62,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,435,435,201,169,922,1292,1015,342,117,93,523,733,697,461,473,66,69,299,434,41,7,24,72,74,2451,482,1742,4675,4663,1,1,0,2
"27","Chittorgarh","Chittorgarh","Abhaypur","0 0","4 3.77","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0",NA,NA,NA,"0 0","3 10.96","5 0","1 0","6 7.85","1 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 4.07","0 0","0 0","7 30.94","0 0","54 8.06","69 60.73","8 0","53 8.06","48 3.13","1 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,3.77,0,0,0,0,0,0,3,10.96,0,0,0,0,0,0,0,0,1,0,6,7.85,54,8.06,69,60.73,0,0,7,30.94,53,8.06,48,3.13,0,0,1,4.07,0,0,0,0,1114,1092,88,1078,1038,2204,1077,599,15,364,362,741,396,1862,2103,57,499,533,1089,15,195,212,422,321,633,9850,14188,24671,14840,1,14,55,70
"28","Jodhpur","Shergarh","Tena","0 0","2 0.36","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","3 0","0 0","0 0","0 0","0 0","0 0","0 0","1 0","0 0","0 0","0 0",NA,NA,NA,"0 0","4 27.42","1 0","0 0","6 36.37","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0","0 0.16","5 5.12","0 0","66 3.12","58 79.69","3 0","66 2.95","37 10.42","1 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0.36,0,0,0,0,0,0,4,27.42,0,0,0,0,0,0,0,0,0,0,6,36.37,66,3.12,58,79.69,0,0.16,5,5.12,66,2.95,37,10.42,0,0,0,0,0,0,0,0,939,924,778,265,2516,3559,1753,722,501,151,1438,2090,1276,2355,2494,183,143,599,925,136,99,273,508,452,9796,6646,16945,33387,28467,19,8,27,54
