specification,bandwidth,column,n,control_mean,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
Overall,0.1,1,8648,0.2972535035392895,(Intercept),0.28736390201865164,0.011508766514931332,24.96913128316829,6.257609430526235e-133,0.26480397522643007,0.3099238288108732,8644,spending
Overall,0.1,1,8648,0.2972535035392895,reservation,0.0064831281564742506,0.023970778206099035,0.2704596446862417,0.7868131163533469,-0.040505313287756514,0.05347156960070501,8644,spending
Overall,0.1,1,8648,0.2972535035392895,running_variable,-0.17627927334568774,0.22998604606111256,-0.7664781249330506,0.4434127941667787,-0.6271067669471735,0.27454822025579806,8644,spending
Overall,0.1,1,8648,0.2972535035392895,running_variable:assignment,-0.18369622053495147,0.3248484168187234,-0.5654828868612288,0.5717600380066105,-0.820476582052539,0.45308414098263605,8644,spending
Overall,0.075,2,6822,0.29431586517100977,(Intercept),0.29069531577368674,0.013324294656168427,21.816938402747684,4.651677151298431e-102,0.2645755412321033,0.31681509031527016,6818,spending
Overall,0.075,2,6822,0.29431586517100977,reservation,0.0064847743515308075,0.02893039267806542,0.22415092749319868,0.8226465824636829,-0.0502278212229537,0.06319736992601532,6818,spending
Overall,0.075,2,6822,0.29431586517100977,running_variable,-0.0015803451248248728,0.3495783376105974,-0.0045207181189392005,0.9963931333546656,-0.6868629509686718,0.6837022607190221,6818,spending
Overall,0.075,2,6822,0.29431586517100977,running_variable:assignment,-0.5371122110512918,0.49216557845703096,-1.0913242099034461,0.27516881236266805,-1.5019102944135776,0.4276858723109941,6818,spending
Overall,0.05,3,4978,0.28919726143148133,(Intercept),0.29526728406191305,0.016417240736208656,17.98519549090203,4.062698931601926e-70,0.26308225167485444,0.32745231644897166,4974,spending
Overall,0.05,3,4978,0.28919726143148133,reservation,0.009129845750595646,0.03722553274389431,0.24525762501258258,0.8062670781260712,-0.06384861611390624,0.08210830761509755,4974,spending
Overall,0.05,3,4978,0.28919726143148133,running_variable,0.3196843199391516,0.6379451621299667,0.5011156740679589,0.6163118915641514,-0.9309695526714789,1.570338192549782,4974,spending
Overall,0.05,3,4978,0.28919726143148133,running_variable:assignment,-1.330870927625654,0.8627427031675915,-1.5426046754603808,0.12299033696529743,-3.0222271237923897,0.36048526854108154,4974,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,(Intercept),0.3040946398181632,0.01543470787321947,19.702001639162425,1.4609163183072176e-84,0.2738389298076098,0.3343503498287166,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,reservation,-0.009664530549038985,0.03188560851549551,-0.3031000817921444,0.7618208892042806,-0.07216793085172547,0.0528388697536475,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,muslim_share,-0.13101917542164365,0.05971618909801518,-2.1940310894018253,0.028259709774505544,-0.24807715378609269,-0.013961197057194619,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,running_variable,0.0085106773196456,0.3093862934900056,0.02750825585594511,0.9780549904318836,-0.5979602746389062,0.6149816292781974,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,reservation:muslim_share,0.13916811313738048,0.15459953176362934,0.900184570740859,0.3680471247360362,-0.16388385514273168,0.44222008141749264,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,running_variable:assignment,-0.3887259929378388,0.4387237352962801,-0.886038209615724,0.3756215973436212,-1.2487291895582535,0.471277203682576,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,muslim_share:running_variable,-1.4664754974110572,1.203248804695978,-1.218763311201949,0.22296731546139548,-3.825130238690126,0.8921792438680116,8640,spending
Heterogeneity,0.1,4,8648,0.2972535035392895,muslim_share:running_variable:assignment,1.4760747582134846,1.9057970428824749,0.7745183379972901,0.4386455220912855,-2.259742151445652,5.211891667872621,8640,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,(Intercept),0.31258694000072274,0.017916283001967476,17.44708653945665,1.0054519728150722e-66,0.2774654319969754,0.3477084480044701,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,reservation,-0.009350562705628791,0.038297435474679224,-0.24415636686198008,0.8071170696179422,-0.08442549238826644,0.06572436697700887,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,muslim_share,-0.17300361035993622,0.06806847421735344,-2.541611404532269,0.011056244001926886,-0.3064390702577911,-0.03956815046208134,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,running_variable,0.45058871903650305,0.4740444302210154,0.950520015236596,0.34188180068784413,-0.47868635706666657,1.3798637951396726,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,reservation:muslim_share,0.14061064453893454,0.17620096322147047,0.7980129164345047,0.4248908040375241,-0.20479825190299408,0.4860195409808632,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,running_variable:assignment,-1.3000673032011463,0.6682476077086396,-1.9454874034775211,0.0517574137314335,-2.6100412358548484,0.009906629452556048,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,muslim_share:running_variable,-3.615882512316196,2.0004228084922713,-1.8075591304827727,0.07071922462274016,-7.5373357329214254,0.3055707082890331,6814,spending
Heterogeneity,0.075,5,6822,0.29431586517100977,muslim_share:running_variable:assignment,5.805688871257344,2.937472536129604,1.976423200506543,0.0481471287532881,0.04732564507172743,11.56405209744296,6814,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,(Intercept),0.32180231360218015,0.02207051179179215,14.580645733908893,3.4739715904328203e-47,0.2785343681915413,0.365070259012819,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,reservation,-0.005561063101690057,0.049318448627371156,-0.11275827315062244,0.9102267544328658,-0.10224699241213195,0.09112486620875182,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,muslim_share,-0.21221051577462055,0.08479584117392755,-2.5026052320107133,0.012360157129808574,-0.37844779479989205,-0.045973236749349056,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,running_variable,1.1050727900593589,0.8549321980792999,1.2925852980412103,0.19621461585387828,-0.5709716997675294,2.781117279886247,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,reservation:muslim_share,0.13235432951019704,0.2136889292757816,0.6193785048142754,0.5356954292257734,-0.286570297792775,0.5512789568131691,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,running_variable:assignment,-2.8113089161519693,1.1891880081356312,-2.3640575728302577,0.01811424624328653,-5.142642339880458,-0.4799754924234798,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,muslim_share:running_variable,-6.390069809481194,3.7981933029483392,-1.6823972083045158,0.09255465856589744,-13.836205270288199,1.0560656513258113,4970,spending
Heterogeneity,0.05,6,4978,0.28919726143148133,muslim_share:running_variable:assignment,11.706732662056773,5.268306737401458,2.222105364318822,0.026321038780552745,1.3785259366848983,22.034939387428647,4970,spending
