state,scenario,outcome,n,outcome_mean,baseline_ref,term,estimate,std.error,statistic,p.value,conf.low,conf.high
raj,historical,scholarship_recipients,3365,194.70490341753316,a8f5cca,(Intercept),209.61823342098768,16.680192532813173,12.566895316623473,1.9844634162355015e-35,176.9138828728215,242.32258396915387
raj,historical,scholarship_recipients,3365,194.70490341753316,a8f5cca,female_res_2005,24.578814104472645,22.793261843965578,1.0783368467720993,0.2809608198591219,-20.11124711722901,69.2688753261743
raj,historical,scholarship_recipients,3365,194.70490341753316,a8f5cca,female_res_2010,-48.221129079542486,21.46887819038441,-2.2460944932437137,0.02476263549002153,-90.31451120525803,-6.127746953826943
raj,historical,primary_school_availability,3365,4.001842176551658,a8f5cca,(Intercept),4.032398566727882,0.10309284459884381,39.11424291781648,3.8556877839777436e-276,3.8302675348386725,4.234529598617091
raj,historical,primary_school_availability,3365,4.001842176551658,a8f5cca,female_res_2005,-0.10359379255881314,0.14087500468343778,-0.7353596387918511,0.4621717898099801,-0.3798031664960983,0.17261558137847205
raj,historical,primary_school_availability,3365,4.001842176551658,a8f5cca,female_res_2010,0.007759725232924341,0.1326895788905818,0.05848029135221801,0.9533695363343329,-0.2524007311640538,0.2679201816299025
raj,historical,midday_meal_availability,3365,3.569823554954358,a8f5cca,(Intercept),3.59802540382223,0.09930437339203324,36.232295526582355,5.706795843461321e-243,3.4033223131960146,3.7927284944484456
raj,historical,midday_meal_availability,3365,3.569823554954358,a8f5cca,female_res_2005,-0.0505773568834437,0.1356981090309873,-0.37271968817114554,0.7093805765295252,-0.31663654761175464,0.21548183384486722
raj,historical,midday_meal_availability,3365,3.569823554954358,a8f5cca,female_res_2010,-0.0240090940481665,0.12781348248421273,-0.1878447686544497,0.8510096761610253,-0.2746091352480874,0.2265909471517544
raj,historical,immunized_children,3365,159.03863298662694,a8f5cca,(Intercept),162.7041531752429,5.877132711365021,27.684274146236405,3.818842850376669e-152,151.18103627881223,174.2272700716736
raj,historical,immunized_children,3365,159.03863298662694,a8f5cca,female_res_2005,-4.049739572234502,8.031023893660395,-0.5042619254851581,0.6141103736511777,-19.79592596440509,11.696446819936085
raj,historical,immunized_children,3365,159.03863298662694,a8f5cca,female_res_2010,-4.867609011688831,7.56438788346164,-0.6434901391467647,0.5199500004962896,-19.698876248944607,9.963658225566945
raj,historical_reversed,scholarship_recipients,3365,194.70490341753316,a8f5cca,(Intercept),186.96382969958606,16.66646848363662,11.217963174571135,1.0695650093135183e-28,154.28638748082477,219.64127191834734
raj,historical_reversed,scholarship_recipients,3365,194.70490341753316,a8f5cca,female_res_2005,49.866917661835295,22.834595994787232,2.183831834520703,0.029043494770889005,5.095813816949118,94.63802150672147
raj,historical_reversed,scholarship_recipients,3365,194.70490341753316,a8f5cca,female_res_2010,-18.22423160494783,21.480056665197722,-0.848425676384503,0.3962613490974636,-60.33953102916992,23.891067819274266
raj,historical_reversed,primary_school_availability,3365,4.001842176551658,a8f5cca,(Intercept),4.015316631073396,0.10299758929776867,38.98456904136865,1.25899309172401e-274,3.813372363380811,4.21726089876598
raj,historical_reversed,primary_school_availability,3365,4.001842176551658,a8f5cca,female_res_2005,0.06561261962459798,0.1411161784130037,0.46495462364754525,0.6419940632287694,-0.2110696163722358,0.34229485562143175
raj,historical_reversed,primary_school_availability,3365,4.001842176551658,a8f5cca,female_res_2010,-0.07383161976886266,0.1327452217407061,-0.5561904134905845,0.5781177059897487,-0.33410117342430384,0.18643793388657853
raj,historical_reversed,midday_meal_availability,3365,3.569823554954358,a8f5cca,(Intercept),3.568774352320305,0.09920307148725253,35.974434045410455,4.7007328590522165e-240,3.374269881284279,3.763278823356331
raj,historical_reversed,midday_meal_availability,3365,3.569823554954358,a8f5cca,female_res_2005,0.09883073619493721,0.1359173397218178,0.727138541684337,0.4671917187133915,-0.16765829353851303,0.36531976592838744
raj,historical_reversed,midday_meal_availability,3365,3.569823554954358,a8f5cca,female_res_2010,-0.06623433147673687,0.12785477613328708,-0.5180434668133818,0.6044620302359414,-0.3169153358892876,0.1844466729358139
raj,historical_reversed,immunized_children,3365,159.03863298662694,a8f5cca,(Intercept),161.17227374581415,5.870735590465044,27.4535058277164,6.893184183517623e-150,149.66169949144233,172.68284800018597
raj,historical_reversed,immunized_children,3365,159.03863298662694,a8f5cca,female_res_2005,5.665690264984635,8.04344816852508,0.7043857492804044,0.4812413655504725,-10.10485602828914,21.436236558258408
