district_2020,ps_2020,gp_2020,reservation_2020,key_2020,sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke,dist_2020,nuke_2020
Bundi,Nainwa,Jarkhoda,General,BundiNainwaJarkhoda,3014,BUNDI,NAINW A,JARKHODA,OBC,BAJRANGLAL,0,OBC,BUNDI,NAINWA,BUNDINAINWAjarkhoda,2744,BUNDI,NAINWA,JARKHODA,GEN,UMMED MAL,MALE,GEN,jarkhoda,BUNDI,NAINWA,NA,BUNDINAINWAjarkhoda,2745,BUNDI,NAINW A,JARKHODA,GEN,SHAKTI SINGH,M,GEN,jarkhoda,BUNDI,NAINWA,BUNDINAINWAjarkhoda,0,NA,jarkhoda,0,0,0,0
Bundi,Talera,Budhpura,SC (Woman),BundiTaleraBudhpura,3038,BUNDI,T ALERA,BUDHPURA,OBC,NASIR MOHAMAD,0,OBC,BUNDI,TALERA,BUNDITALERAbudhpura,2775,BUNDI,TALERA,BUDHPURA,ST W,RAJI MEENA,FEMALE,ST,budhpura,BUNDI,TALERA,NA,BUNDITALERAbudhpura,2769,BUNDI,TALERA,BUDHPURA,GEN,MANGI LAL,M,OBC,budhpura,BUNDI,TALERA,BUNDITALERAbudhpura,0,NA,budhpura,0,0,0,0
Chittorgarh,Begun,Dhamancha,General,ChittorgarhBegunDhamancha,3090,CHITTORGARH,BEGUN,DHAMANCHA,OBC,BHARAT KUMAR,0,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdhamancha,2882,CHITTORGARH,BEGUN,DHAMANCHA,GEN W,GEETA BAI KALAL,FEMALE,OBC,dhamancha,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNdhamancha,2822,CHITTORGARH,BEGUN,DHAMANCHA,SCW,HARKU BAI,F,SCW,dhamancha,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdhamancha,0,NA,dhamancha,0,0,0,0
Chittorgarh,Begun,Rayata,General (Woman),ChittorgarhBegunRayata,3111,CHITTORGARH,BEGUN,RAYATA,OBC,JAGDISH CHANDRA DHAKAR,0,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrayata,2903,CHITTORGARH,BEGUN,RAYATA,ST W,MANGI BAI BHIL,FEMALE,ST,rayata,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNrayata,2843,CHITTORGARH,BEGUN,RAYATA,SCW,MANGI BAI,F,SCW,rayata,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrayata,0,NA,rayata,0,0,0,0
Chittorgarh,Bhadesar,Gardana,General,ChittorgarhBhadesarGardana,3125,CHITTORGARH,BHADESAR,GARDANA,OBC,HARISH CHANDRA JAT,0,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARgardana,2917,CHITTORGARH,BHADESAR,GARDANA,GEN W,LAD KUNWAR,FEMALE,GEN,gardana,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARgardana,2857,CHITTORGARH,BHADESAR,GARDANA,GENW,LAD KUNWAR,F,GENW,gardana,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARgardana,0,NA,gardana,0,0,0,0
Chittorgarh,Bhadesar,Mandfiya,General (Woman),ChittorgarhBhadesarMandfiya,3132,CHITTORGARH,BHADESAR,MANDFIYA,OBC,KANHAIYA LAL,0,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARmandfiya,2924,CHITTORGARH,BHADESAR,MANDAFIA,GEN,HAJARI RAM,MALE,OBC,mandfiya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARmandfiya,2864,CHITTORGARH,BHADESAR,MANDFIYA,GEN,KANHAIYA LAL,M,OBC,mandfiya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARmandfiya,0,NA,mandfiya,0,0,0,0
Chittorgarh,Bhadesar,Nahargarh,General (Woman),ChittorgarhBhadesarNahargarh,3133,CHITTORGARH,BHADESAR,NAHARGARH,OBC,BHOPAL SINGH RAO,0,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnahargarh,2925,CHITTORGARH,BHADESAR,NAHARGARH,GEN W,SOSAR JAT,FEMALE,OBC,nahargarh,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARnahargarh,2865,CHITTORGARH,BHADESAR,NAHARGARH,GENW,LAD KUNWAR,F,GENW,nahargarh,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnahargarh,0,NA,nahargarh,0,0,0,0
Chittorgarh,Bhainsrorgarh,Dhangadmaukalan,General (Woman),ChittorgarhBhainsrorgarhDhangadmaukalan,3148,CHITTORGARH,BHAINSRORGARH,DHANGADMAUKALAN,OBC,SURESH KUMAR,0,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdhangadmaukalan,2940,CHITTORGARH,BHENSRODGARH,DHANGADMAU KALA,GEN,CHAND MAL JAIN,MALE,GEN,dhangadmaukalan,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHdhangadmaukalan,2880,CHITTORGARH,BHAINSRORGARH,DHANGADMAUKALAN,STW,GANGA BAI BHEEL,F,STW,dhangadmaukalan,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdhangadmaukalan,0,NA,dhangadmaukalan,0,0,0,0
Chittorgarh,Bhopalsagar,Nilod,General,ChittorgarhBhopalsagarNilod,3180,CHITTORGARH,BHOP ALSAGAR,NILOD,OBC,HEMRAJ GAADRI,0,OBC,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARnilod,2970,CHITTORGARH,BHUPAL SAGAR,NILOD,SC W,SOHANI BAI KHATIK,FEMALE,SC,nilod,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARnilod,2910,CHITTORGARH,BHOPALSAGAR,NILOD,ST,Babru Bhail,M,ST,nilod,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARnilod,0,NA,nilod,0,0,0,0
Chittorgarh,Bhopalsagar,Pari,OBC,ChittorgarhBhopalsagarPari,3181,CHITTORGARH,BHOP ALSAGAR,PARI,OBC,DESHRAJ GUJAR,0,OBC,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpari,2971,CHITTORGARH,BHUPAL SAGAR,PARI,SC,KALU KHATIK,MALE,SC,pari,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARpari,2911,CHITTORGARH,BHOPALSAGAR,PARI,STW,Bhanwari Bheel,F,STW,pari,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpari,0,NA,pari,0,0,0,0
Chittorgarh,Gangrar,Borda,General (Woman),ChittorgarhGangrarBorda,3251,CHITTORGARH,GANGRAR,BORDA,OBC,PAPPU LAL GURJAR,0,OBC,CHITTORGARH,GANGRAR,CHITTORGARHGANGRARborda,3066,CHITTORGARH,GANGRAR,BORDA,GEN W,SUMITRA JOSHI,FEMALE,GEN,borda,CHITTORGARH,GANGRAR,NA,CHITTORGARHGANGRARborda,2981,CHITTORGARH,GANGRAR,BORDA,SC,udi bai,F,SCW,borda,CHITTORGARH,GANGRAR,CHITTORGARHGANGRARborda,0,NA,borda,0,0,0,0
Chittorgarh,Gangrar,Sadas,SC (Woman),ChittorgarhGangrarSadas,3264,CHITTORGARH,GANGRAR,SADAS,OBC,SANJAY KUMAR VAISHNAV,0,OBC,CHITTORGARH,GANGRAR,CHITTORGARHGANGRARsadas,3078,CHITTORGARH,GANGRAR,SADAS,GEN,BHERU LAL JAIN,MALE,GEN,sadas,CHITTORGARH,GANGRAR,NA,CHITTORGARHGANGRARsadas,2994,CHITTORGARH,GANGRAR,SADAS,GENW,gulab kanwar,F,GENW,sadas,CHITTORGARH,GANGRAR,CHITTORGARHGANGRARsadas,0,NA,sadas,0,0,0,0
Chittorgarh,Kapasan,Banakiya Kalan,General (Woman),ChittorgarhKapasanBanakiya Kalan,3273,CHITTORGARH,KAP ASAN,BANAKIYA KALAN,OBC,NARAYAN LAL AAHEER,0,OBC,CHITTORGARH,KAPASAN,CHITTORGARHKAPASANbanakiya kalan,3087,CHITTORGARH,KAPASAN,BANAKIA KALA,GEN,NARAIN LAL AHIR,MALE,OBC,banakiya kalan,CHITTORGARH,KAPASAN,NA,CHITTORGARHKAPASANbanakiya kalan,3003,CHITTORGARH,KAP ASAN,BANAKIYA KALAN,GENW,JANKI DEVI,F,GENW,banakiya kalan,CHITTORGARH,KAPASAN,CHITTORGARHKAPASANbanakiya kalan,0,NA,banakiya kalan,0,0,0,0
Chittorgarh,Kapasan,Langach,General,ChittorgarhKapasanLangach,3283,CHITTORGARH,KAP ASAN,LANGACH,OBC,BADRI LAL,0,OBC,CHITTORGARH,KAPASAN,CHITTORGARHKAPASANlangach,3097,CHITTORGARH,KAPASAN,LANGACH,SC,RANTAN LAL SARGARA,MALE,SC,langach,CHITTORGARH,KAPASAN,NA,CHITTORGARHKAPASANlangach,3013,CHITTORGARH,KAP ASAN,LANGACH,GEN,ANOPI BAI,F,GENW,langach,CHITTORGARH,KAPASAN,CHITTORGARHKAPASANlangach,0,NA,langach,0,0,0,0
Chittorgarh,Nimbahera,Doriya,General,ChittorgarhNimbaheraDoriya,3306,CHITTORGARH,NIMBAHERA,DORIYA,OBC,SHIV NARAYAN,0,OBC,CHITTORGARH,NIMBAHERA,CHITTORGARHNIMBAHERAdoriya,3120,CHITTORGARH,NIMBAHERA,DORIYA,GEN W,KAMAL KUNWAR,FEMALE,GEN,doriya,CHITTORGARH,NIMBAHERA,NA,CHITTORGARHNIMBAHERAdoriya,3036,CHITTORGARH,NIMBAHERA,DORIY A,GENW,RAMLI BAI DHAKAR,F,OBCW,doriya,CHITTORGARH,NIMBAHERA,CHITTORGARHNIMBAHERAdoriya,0,NA,doriya,0,0,0,0
Chittorgarh,Nimbahera,Kotdikalan,General,ChittorgarhNimbaheraKotdikalan,3316,CHITTORGARH,NIMBAHERA,KOTDIKALAN,OBC,KAILASH TELLI,0,OBC,CHITTORGARH,NIMBAHERA,CHITTORGARHNIMBAHERAkotdikalan,3130,CHITTORGARH,NIMBAHERA,KOTRI KALAN,GEN W,GITA BAI JAIN,FEMALE,GEN,kotdikalan,CHITTORGARH,NIMBAHERA,NA,CHITTORGARHNIMBAHERAkotdikalan,3046,CHITTORGARH,NIMBAHERA,KOTDIKALAN,GENW,MAAN KUNWAR,F,GENW,kotdikalan,CHITTORGARH,NIMBAHERA,CHITTORGARHNIMBAHERAkotdikalan,0,NA,kotdikalan,0,0,0,0
Chittorgarh,Rashmi,Bavalas,SC (Woman),ChittorgarhRashmiBavalas,3332,CHITTORGARH,RASHMI,BAVALAS,OBC,NARAYAN LAL,0,OBC,CHITTORGARH,RASHMI,CHITTORGARHRASHMIbavalas,3195,CHITTORGARH,RASHMI,BAVLAS,GEN W,MITHU KANWAR,FEMALE,GEN,bavalas,CHITTORGARH,RASHMI,NA,CHITTORGARHRASHMIbavalas,3062,CHITTORGARH,RASHMI,BAVALAS,GEN,OM PRAKASH SHARMA,M,GEN,bavalas,CHITTORGARH,RASHMI,CHITTORGARHRASHMIbavalas,0,NA,bavalas,0,0,0,0
Chittorgarh,Rashmi,Somarwalon Ka Kheda,General (Woman),ChittorgarhRashmiSomarwalon Ka Kheda,3348,CHITTORGARH,RASHMI,SOMARWALON KA KHEDA,OBC,MOHAN LAL JAT,0,OBC,CHITTORGARH,RASHMI,CHITTORGARHRASHMIsomarwalon ka kheda,3211,CHITTORGARH,RASHMI,SOMARWALON KA KHEDA,GEN,SOHAN LAL BALAI,MALE,SC,somarwalon ka kheda,CHITTORGARH,RASHMI,NA,CHITTORGARHRASHMIsomarwalon ka kheda,3078,CHITTORGARH,RASHMI,SOMARWALON KA KHEDA,OBC,MAHADEV JAT,M,OBC,somarwalon ka kheda,CHITTORGARH,RASHMI,CHITTORGARHRASHMIsomarwalon ka kheda,0,NA,somarwalon ka kheda,0,0,0,0
Churu,Bidasar,Bambu,OBC,ChuruBidasarBambu,3587,CHURU,BIDASAR,BAMBU,OBC,BHANWAR SINGH JYANI,0,OBC,CHURU,BIDASAR,CHURUBIDASARbambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bambu,NA,NA,NA,NA,NA,NA,NA,0,0,0
Churu,Bidasar,Iyara,General (Woman),ChuruBidasarIyara,3594,CHURU,BIDASAR,IYARA,OBC,SOHANLAL LOHAMROR,0,OBC,CHURU,BIDASAR,CHURUBIDASARiyara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iyara,NA,NA,NA,NA,NA,NA,NA,0,0,0
Churu,Churu,Bhamasi,General (Woman),ChuruChuruBhamasi,3354,CHURU,CHURU,BHAMASI,OBC,GOPICHAND,0,OBC,CHURU,CHURU,CHURUCHURUbhamasi,3217,CHURU,CHURU,BHAMASI,GEN W,MANGEJ KANWAR,FEMALE,GEN,bhamasi,CHURU,CHURU,NA,CHURUCHURUbhamasi,3084,CHURU,CHURU,BHAMASI,GEN,SAROJ,F,OBCW,bhamasi,CHURU,CHURU,CHURUCHURUbhamasi,0,NA,bhamasi,0,0,0,0
Churu,Churu,Binasar,SC (Woman),ChuruChuruBinasar,3355,CHURU,CHURU,BINASAR,OBC,HANUMAN SINGH SODA,0,OBC,CHURU,CHURU,CHURUCHURUbinasar,3218,CHURU,CHURU,BINASAR,SC,HADMANARAM,MALE,SC,binasar,CHURU,CHURU,NA,CHURUCHURUbinasar,3085,CHURU,CHURU,BINASAR,GEN,HASAN KHAN,M,GEN,binasar,CHURU,CHURU,CHURUCHURUbinasar,0,NA,binasar,0,0,0,0
Churu,Churu,Kotwav Tal,General (Woman),ChuruChuruKotwav Tal,3373,CHURU,CHURU,KOTWAV TAL,OBC,BAJRANG SINGH,0,OBC,CHURU,CHURU,CHURUCHURUkotwav tal,3236,CHURU,CHURU,KOTWAD TAAL,SC W,BHANWARI,FEMALE,SC,kotwav tal,CHURU,CHURU,NA,CHURUCHURUkotwav tal,3103,CHURU,CHURU,KOTWAV TAL,GENW,MEERA,F,OBCW,kotwav tal,CHURU,CHURU,CHURUCHURUkotwav tal,0,NA,kotwav tal,0,0,0,0
Churu,Churu,Lalasar Banirotan,General,ChuruChuruLalasar Banirotan,3375,CHURU,CHURU,LALASAR BANIROTAN,OBC,MULARAM,0,OBC,CHURU,CHURU,CHURUCHURUlalasar banirotan,3238,CHURU,CHURU,LALASAR BANIROTAN,GEN W,SHANTI,FEMALE,OBC,lalasar banirotan,CHURU,CHURU,NA,CHURUCHURUlalasar banirotan,3105,CHURU,CHURU,LALASAR BANIROTAN,SC,TRILOK CHAND,M,SC,lalasar banirotan,CHURU,CHURU,CHURUCHURUlalasar banirotan,0,NA,lalasar banirotan,0,0,0,0
Churu,Churu,Sahajusar,General,ChuruChuruSahajusar,3381,CHURU,CHURU,SAHAJUSAR,OBC,SHISHPAL SINGH,0,OBC,CHURU,CHURU,CHURUCHURUsahajusar,3244,CHURU,CHURU,SAHAJUSAR,OBC,NAND RAM,MALE,OBC,sahajusar,CHURU,CHURU,NA,CHURUCHURUsahajusar,3111,CHURU,CHURU,SAHAJUSAR,SCW,BHANW ARI,F,SCW,sahajusar,CHURU,CHURU,CHURUCHURUsahajusar,0,NA,sahajusar,0,0,0,0
Churu,Rajgarh,Bairasar Chhota,General,ChuruRajgarhBairasar Chhota,3387,CHURU,RAJGARH,BAIRASAR CHHOTA,OBC,ISHWAR SINGH,0,OBC,CHURU,RAJGARH,CHURURAJGARHbairasar chhota,3250,CHURU,RAJGARH,BAIRASAR CHHOTA,SC,SANTKALA,FEMALE,SC,bairasar chhota,CHURU,RAJGARH,NA,CHURURAJGARHbairasar chhota,3117,CHURU,RAJGARH,BAIRASAR CHHOTA,GEN,Babita,F,OBCW,bairasar chhota,CHURU,RAJGARH,CHURURAJGARHbairasar chhota,0,NA,bairasar chhota,0,0,0,0
Churu,Rajgarh,Chainpura Bada,General (Woman),ChuruRajgarhChainpura Bada,3395,CHURU,RAJGARH,CHAINPURA BADA,OBC,KAMLA,0,OBC (Woman),CHURU,RAJGARH,CHURURAJGARHchainpura bada,3258,CHURU,RAJGARH,CHAINPURA BADA,GEN,PRATAP SINGH,MALE,GEN,chainpura bada,CHURU,RAJGARH,NA,CHURURAJGARHchainpura bada,3125,CHURU,RAJGARH,CHAINPURA BADA,SCW,Bhateri,F,SCW,chainpura bada,CHURU,RAJGARH,CHURURAJGARHchainpura bada,0,NA,chainpura bada,0,0,0,0
Churu,Rajgarh,Chainpura Chhota,SC (Woman),ChuruRajgarhChainpura Chhota,3396,CHURU,RAJGARH,CHAINPURA CHHOTA,OBC,RAM SINGH,0,OBC,CHURU,RAJGARH,CHURURAJGARHchainpura chhota,3259,CHURU,RAJGARH,CHAINPURA CHHOTA,GEN,SHANKAR LAL,MALE,OBC,chainpura chhota,CHURU,RAJGARH,NA,CHURURAJGARHchainpura chhota,3126,CHURU,RAJGARH,CHAINPURA CHHOTA,GEN,Fatehsingh,M,OBC,chainpura chhota,CHURU,RAJGARH,CHURURAJGARHchainpura chhota,0,NA,chainpura chhota,0,0,0,0
Churu,Ratangarh,Ladhasar,General (Woman),ChuruRatangarhLadhasar,3459,CHURU,RATANGARH,LADHASAR,OBC,SULTAN SINGH,0,OBC,CHURU,RATANGARH,CHURURATANGARHladhasar,3321,CHURU,RATANGARH,LADHASAR,GEN,REWANT SINGH,MALE,GEN,ladhasar,CHURU,RATANGARH,NA,CHURURATANGARHladhasar,3188,CHURU,RATANGARH,LADHASAR,SC,GIRDHARI LAL,M,SC,ladhasar,CHURU,RATANGARH,CHURURATANGARHladhasar,0,NA,ladhasar,0,0,0,0
Churu,Ratangarh,Biramsar,OBC (Woman),ChuruRatangarhBiramsar,3449,CHURU,RATANGARH,BIRAMSAR,OBC,DILSUKH,0,OBC,CHURU,RATANGARH,CHURURATANGARHbiramsar,3311,CHURU,RATANGARH,BIRAMSAR,GEN,ROHITASWA SINGH,MALE,GEN,biramsar,CHURU,RATANGARH,NA,CHURURATANGARHbiramsar,3178,CHURU,RATANGARH,BIRAMSAR,SCW,RAMKORI,F,SCW,biramsar,CHURU,RATANGARH,CHURURATANGARHbiramsar,0,NA,biramsar,0,0,0,0
Churu,Ratangarh,Sikrali,General,ChuruRatangarhSikrali,3471,CHURU,RATANGARH,SIKRALI,OBC,PAPPU SINGH,0,OBC,CHURU,RATANGARH,CHURURATANGARHsikrali,3333,CHURU,RATANGARH,SIKRALI,OBC W,SUNDER DEVI,FEMALE,OBC,sikrali,CHURU,RATANGARH,NA,CHURURATANGARHsikrali,3200,CHURU,RATANGARH,SIKRALI,GENW,SONA,F,OBCW,sikrali,CHURU,RATANGARH,CHURURATANGARHsikrali,0,NA,sikrali,0,0,0,0
Churu,Ratangarh,Sitsar,SC (Woman),ChuruRatangarhSitsar,3473,CHURU,RATANGARH,SITSAR,OBC,SANW ALRAM,0,OBC,CHURU,RATANGARH,CHURURATANGARHsitsar,3335,CHURU,RATANGARH,SITSAR,GEN,MEGHARAM,MALE,OBC,sitsar,CHURU,RATANGARH,NA,CHURURATANGARHsitsar,3202,CHURU,RATANGARH,SITSAR,GEN,PRAHLAD RAI,M,GEN,sitsar,CHURU,RATANGARH,CHURURATANGARHsitsar,0,NA,sitsar,0,0,0,0
Churu,Sujangarh,Gudabadi,General (Woman),ChuruSujangarhGudabadi,3535,CHURU,SUJANGARH,GUDABADI,OBC,MAHENDRA KUMAR,0,OBC,CHURU,SUJANGARH,CHURUSUJANGARHgudabadi,3405,CHURU,SUJANGARH,GUDABADI,SC W,SUGANI,FEMALE,SC,gudabadi,CHURU,SUJANGARH,NA,CHURUSUJANGARHgudabadi,3271,CHURU,SUJANGARH,GUDABADI,GEN,Muknaram,M,OBC,gudabadi,CHURU,SUJANGARH,CHURUSUJANGARHgudabadi,0,NA,gudabadi,0,0,0,0
Churu,Sujangarh,Malasi,General,ChuruSujangarhMalasi,3545,CHURU,SUJANGARH,MALASI,OBC,RAJPAL KULHARI,0,OBC,CHURU,SUJANGARH,CHURUSUJANGARHmalasi,3420,CHURU,SUJANGARH,MALASI,GEN,JHUMAR MAL,MALE,OBC,malasi,CHURU,SUJANGARH,NA,CHURUSUJANGARHmalasi,3287,CHURU,SUJANGARH,MALASI,SCW,Mohani Devi,F,SCW,malasi,CHURU,SUJANGARH,CHURUSUJANGARHmalasi,0,NA,malasi,0,0,0,0
Churu,Sujangarh,Shobhasar,General (Woman),ChuruSujangarhShobhasar,3554,CHURU,SUJANGARH,SHOBHASAR,OBC,SURENDRA KUMAR,0,OBC,CHURU,SUJANGARH,CHURUSUJANGARHshobhasar,3432,CHURU,SUJANGARH,SHEBASAR,GEN,MEDHRAM,MALE,GEN,shobhasar,CHURU,SUJANGARH,NA,CHURUSUJANGARHshobhasar,3299,CHURU,SUJANGARH,SHOBHASAR,SC,Laxminarayan,M,SC,shobhasar,CHURU,SUJANGARH,CHURUSUJANGARHshobhasar,0,NA,shobhasar,0,0,0,0
Churu,Taranagar,Anandsingh Pura,OBC (Woman),ChuruTaranagarAnandsingh Pura,3556,CHURU,T ARANAGAR,ANANDSINGH PURA,OBC,NAURANG LAL,0,OBC,CHURU,TARANAGAR,CHURUTARANAGARanandsingh pura,3437,CHURU,TARANAGAR,ANANDSINGH PURA,GEN,TILOKA RAM,MALE,OBC,anandsingh pura,CHURU,TARANAGAR,NA,CHURUTARANAGARanandsingh pura,3304,CHURU,T ARANAGAR,ANANDSINGH PURA,GENW,KAMALA DEVI,F,OBCW,anandsingh pura,CHURU,TARANAGAR,CHURUTARANAGARanandsingh pura,0,NA,anandsingh pura,0,0,0,0
Churu,Taranagar,Jhadsar Chhota,General (Woman),ChuruTaranagarJhadsar Chhota,3565,CHURU,T ARANAGAR,JHADSAR CHHOTA,OBC,JAIPAL SINGH,0,OBC,CHURU,TARANAGAR,CHURUTARANAGARjhadsar chhota,3446,CHURU,TARANAGAR,JHADSAR CHHOTA,SC W,SUNITA,FEMALE,SC,jhadsar chhota,CHURU,TARANAGAR,NA,CHURUTARANAGARjhadsar chhota,3313,CHURU,T ARANAGAR,JHADSAR CHHOTA,GEN,PANNA LAL,M,OBC,jhadsar chhota,CHURU,TARANAGAR,CHURUTARANAGARjhadsar chhota,0,NA,jhadsar chhota,0,0,0,0
Dausa,Bandikui,Nandera,General (Woman),DausaBandikuiNandera,3637,DAUSA,BANDIKUI,NANDERA,OBC,BABU LAL SAINI,0,OBC,DAUSA,BANDIKUI,DAUSABANDIKUInandera,3495,DAUSA,BANDIKUI,NANDAERA,GEN W,SANTRA SAINI,FEMALE,OBC,nandera,DAUSA,BANDIKUI,NA,DAUSABANDIKUInandera,3362,DAUSA,BANDIKUI,NANDERA,GENW,REKHA SAINI,F,OBCW,nandera,DAUSA,BANDIKUI,DAUSABANDIKUInandera,0,NA,nandera,0,0,0,0
Dausa,Bandikui,Dvarpura,SC,DausaBandikuiDvarpura,3651,DAUSA,BANDIKUI,DVARPURA,OBC,VISHRAM KUMAR,0,OBC,DAUSA,BANDIKUI,DAUSABANDIKUIdvarpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dvarpura,NA,NA,NA,NA,NA,NA,NA,0,0,0
Dausa,Dausa,Titarwara Kalan,ST,DausaDausaTitarwara Kalan,3679,DAUSA,DAUSA,TITARWARA KALAN,OBC,SHAMBHU DAYAL YOGI,0,OBC,DAUSA,DAUSA,DAUSADAUSAtitarwara kalan,3557,DAUSA,DAUSA,TITARWARA KALAN,SC,BANWARI LAL DHOBI,MALE,SC,titarwara kalan,DAUSA,DAUSA,NA,DAUSADAUSAtitarwara kalan,3424,DAUSA,DAUSA,TITARWARA KALAN,STW,PREM DEVI MEENA,F,STW,titarwara kalan,DAUSA,DAUSA,DAUSADAUSAtitarwara kalan,0,NA,titarwara kalan,0,0,0,0
Dausa,Lalsot,Jhanpda,General,DausaLalsotJhanpda,3698,DAUSA,LALSOT,JHANPDA,OBC,BABU LAL,0,OBC,DAUSA,LALSOT,DAUSALALSOTjhanpda,3575,DAUSA,LALSOT,JHANPDA,GEN W,SAVITA GUPTA,FEMALE,GEN,jhanpda,DAUSA,LALSOT,NA,DAUSALALSOTjhanpda,3442,DAUSA,LALSOT,JHANPDA,STW,RUKMANI DEVI MEENA,F,STW,jhanpda,DAUSA,LALSOT,DAUSALALSOTjhanpda,0,NA,jhanpda,0,0,0,0
Dholpur,Bari,Gadhisukkha,General (Woman),DholpurBariGadhisukkha,3847,DHOLPUR,BARI,GADHISUKKHA,OBC,ANJNI SINGH PARMAR,0,OBC (Woman),DHOLPUR,BARI,DHOLPURBARIgadhisukkha,3693,DHOLPUR,BARI,GADHISUKHA,SC,VIJENDRA,MALE,SC,gadhisukkha,DHOLPUR,BARI,NA,DHOLPURBARIgadhisukkha,3563,DHOLPUR,BARI,GADHISUKKHA,GENW,RAJABETI,F,OBCW,gadhisukkha,DHOLPUR,BARI,DHOLPURBARIgadhisukkha,0,NA,gadhisukkha,0,0,0,0
Dholpur,Bari,Nimkheda,General (Woman),DholpurBariNimkheda,3860,DHOLPUR,BARI,NIMKHEDA,OBC,BHOLA RAM,0,OBC,DHOLPUR,BARI,DHOLPURBARInimkheda,3707,DHOLPUR,BARI,NEEMKHEDA,SC,RAMDAYAL,MALE,SC,nimkheda,DHOLPUR,BARI,NA,DHOLPURBARInimkheda,3576,DHOLPUR,BARI,NIMKHEDA,GENW,KAMALA,F,OBCW,nimkheda,DHOLPUR,BARI,DHOLPURBARInimkheda,0,NA,nimkheda,0,0,0,0
Dholpur,Bari,Sehedi,ST (Woman),DholpurBariSehedi,3865,DHOLPUR,BARI,SEHEDI,OBC,AMAR SINGH,0,OBC,DHOLPUR,BARI,DHOLPURBARIsehedi,3712,DHOLPUR,BARI,SAHEDI,ST W,OMWATI,FEMALE,ST,sehedi,DHOLPUR,BARI,NA,DHOLPURBARIsehedi,3581,DHOLPUR,BARI,SEHEDI,SC,NATTHI LAL,M,SC,sehedi,DHOLPUR,BARI,DHOLPURBARIsehedi,0,NA,sehedi,0,0,0,0
Dholpur,Baseri,Baseri,General (Woman),DholpurBaseriBaseri,3882,DHOLPUR,BASERI,BASERI,OBC,RAMDEEN,0,OBC,DHOLPUR,BASERI,DHOLPURBASERIbaseri,3723,DHOLPUR,BASERI,BASERI,GEN,RAMDEEN,MALE,OBC,baseri,DHOLPUR,BASERI,NA,DHOLPURBASERIbaseri,3593,DHOLPUR,BASERI,BASERI,GEN,Vimala Devi,F,GENW,baseri,DHOLPUR,BASERI,DHOLPURBASERIbaseri,0,NA,baseri,0,0,0,0
