,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
9988,dausa,OBC,bad,bejupada,naurangwada,dharanwas,nangal rajawatan,dausa,0.262626263,bad,bad
10536,dausa,ST (Woman),good,mahwa,sayapur pakhar,achalpura,behrawanda,dausa,0.301587302,bad,bad
9260,dausa,General (Woman),good,bandikui,jhupdeen (g),haldena,mandawar,dausa,0.365079365,bad,bad
7695,dholpur,SC (Woman),good,sarmathura,lilothi,leelauti,sarmathura,dholpur,0.30952381,bad,good
7683,dholpur,ST (Woman),good,bari,sehedi,saheri,bari,dholpur,0.305555556,bad,good
7667,dholpur,General (Woman),good,baseri,mudik,moorik,baseri,dholpur,0.3,bad,good
7541,dholpur,General,good,baseri,dhorr,dhaur,baseri,dholpur,0.266666667,bad,good
7347,dholpur,ST (Woman),good,sarmathura,vatikara,vateekra,sarmathura,dholpur,0.222222222,bad,good
7349,dholpur,OBC (Woman),good,bari,jepavali,japawali,bari,dholpur,0.222222222,bad,good
7304,dholpur,OBC,good,baseri,herjupura,harjoopura,baseri,dholpur,0.221693122,bad,good
7289,dholpur,SC,good,sarmathura,pavainee,pabaini,sarmathura,dholpur,0.220238095,bad,good
7279,dholpur,General,good,bari,severpali,sewarpali,bari,dholpur,0.21957672,bad,good
7271,dholpur,OBC,good,sarmathura,gaulari,golari,sarmathura,dholpur,0.217460317,bad,good
7272,dholpur,General,good,baseri,dopura,daupura,baseri,dholpur,0.217460317,bad,good
7248,dholpur,OBC (Woman),good,baseri,jhil,jheel,baseri,dholpur,0.216666667,bad,good
7213,dholpur,ST (Woman),good,bari,surothi,soorauthi,bari,dholpur,0.214285714,bad,good
8940,dholpur,SC (Woman),bad,raipur,ghadichtola,garhi chatola,sepau,dholpur,0.207226107,bad,good
10302,dholpur,General (Woman),bad,raipur,rajorakalan,rajaura kalan,sepau,dholpur,0.207226107,bad,good
7079,dholpur,OBC,good,rajakhera,sighavlikalan,singhawali kalan,rajakhera,dholpur,0.192307692,bad,good
9767,dholpur,General (Woman),bad,raipur,malonikhurd,malauni khurd,sepau,dholpur,0.190559441,bad,good
7064,dholpur,General (Woman),good,rajakhera,nandoli,nadauli,rajakhera,dholpur,0.19047619,bad,good
6997,dholpur,SC,good,rajakhera,ganhedi,ganhaidi,rajakhera,dholpur,0.186507937,bad,good
6998,dholpur,General (Woman),good,bari,naksoda,naksauda,bari,dholpur,0.186507937,bad,good
8577,dholpur,SC,bad,raipur,chitora,chitaura,sepau,dholpur,0.186507937,bad,good
10758,dholpur,General (Woman),bad,jodhpur,tegawali,tagawali,dhaulpur,dholpur,0.178571429,bad,good
6907,dholpur,General,good,rajakhera,samona,samor,rajakhera,dholpur,0.177777778,bad,good
6908,dholpur,General (Woman),good,baseri,baseri,barai,baseri,dholpur,0.177777778,bad,good
8823,dholpur,General (Woman),bad,jodhpur,dubra,doobra,dhaulpur,dholpur,0.177777778,bad,good
10167,dholpur,General (Woman),bad,raipur,paroua,paraua,sepau,dholpur,0.177777778,bad,good
8766,dholpur,OBC (Woman),good,rajakhera,dhokiyapura,dhondhi ka pura,mania,dholpur,0.174747475,bad,good
6739,dholpur,General (Woman),good,rajakhera,devkheda,deokhera,rajakhera,dholpur,0.166666667,bad,good
6740,dholpur,General,good,baseri,akta,ekta,baseri,dholpur,0.166666667,bad,good
6741,dholpur,OBC,good,bari,ajitpura,ajeetpur,bari,dholpur,0.166666667,bad,good
9608,dholpur,General,bad,raipur,kukramankera,kookra makra,sepau,dholpur,0.166666667,bad,good
9626,dholpur,SC,bad,raipur,kurandia,khurdiya,sarmathura,dholpur,0.166666667,bad,good
6699,dholpur,OBC,good,rajakhera,phraspura,farashpura,rajakhera,dholpur,0.166203704,bad,good
6695,dholpur,ST,good,bari,khanpurmeena,khanpur maina,bari,dholpur,0.165811966,bad,good
10022,dholpur,SC (Woman),bad,raipur,nidhrakalan,nidhaira kalan,sepau,dholpur,0.162337662,bad,good
9921,dholpur,OBC,bad,raipur,nagalaharlal,nagla harlal,sepau,dholpur,0.161616162,bad,good
6574,dholpur,General,good,bari,chilachoda,chila chaund,bari,dholpur,0.153703704,bad,good
6505,dholpur,General,good,rajakhera,diholi,dihauli,rajakhera,dholpur,0.150793651,bad,good
6506,dholpur,General,good,bari,bijoli,bijauli,bari,dholpur,0.150793651,bad,good
8435,dholpur,SC,bad,jodhpur,bilpur,beelpur,mania,dholpur,0.150793651,bad,good
10630,dholpur,General (Woman),bad,jodhpur,singhvaliberah,singhawali bareh,dhaulpur,dholpur,0.150412088,bad,good
6397,dholpur,SC,good,rajakhera,machriya,machhariya,rajakhera,dholpur,0.15,bad,good
8450,dholpur,General (Woman),bad,jodhpur,bishannoda,bishnoda,dhaulpur,dholpur,0.15,bad,good
10007,dholpur,OBC,bad,jodhpur,nenoukhar,nainokhar,dhaulpur,dholpur,0.148148148,bad,good
10900,dholpur,General,good,rajakhera,vindipura,bintipura,mania,dholpur,0.148148148,bad,good
1671,dholpur,General (Woman),good,rajakhera,chilkpura,cheelpura,rajakhera,dholpur,0.148148148,good,good
8755,dholpur,General,good,baseri,dhimri,dheemiri,bari,dholpur,0.138888889,bad,good
9052,dholpur,OBC (Woman),bad,raipur,hajipura (g),hajipur,sepau,dholpur,0.138888889,bad,good
10761,dholpur,General,bad,raipur,tehri,tahri,sepau,dholpur,0.133333333,bad,good
9793,dholpur,General,bad,raipur,mandhakakoli,marha kankoli,sepau,dholpur,0.132478632,bad,good
1666,dholpur,General,good,sarmathura,bharakujara,bharkunjra,sarmathura,dholpur,0.130976431,good,good
1685,dholpur,ST (Woman),good,sarmathura,kharauli,kharoli,sarmathura,dholpur,0.130952381,good,good
6331,dholpur,SC (Woman),good,sarmathura,bijhauli,bijholi,sarmathura,dholpur,0.130952381,bad,good
9357,dholpur,General,bad,raipur,kantheri,kaithri,sepau,dholpur,0.130952381,bad,good
6288,dholpur,OBC,good,bari,kansapura,kanspura,bari,dholpur,0.12037037,bad,good
1655,dholpur,General (Woman),good,baseri,atarsuma,atarsooma,baseri,dholpur,0.115740741,good,good
1697,dholpur,OBC (Woman),good,rajakhera,mehadpura,mahadpura,rajakhera,dholpur,0.115740741,good,good
9910,dholpur,SC (Woman),bad,raipur,musalpur,moosalpur,sepau,dholpur,0.115740741,bad,good
9565,dholpur,General,bad,raipur,kola,koluwa,sepau,dholpur,0.111111111,bad,good
10228,dholpur,General (Woman),bad,raipur,piproa,pipron,baseri,dholpur,0.111111111,bad,good
1694,dholpur,General (Woman),good,baseri,mahugulavali,mau gulawali,baseri,dholpur,0.111111111,good,good
1665,dholpur,SC (Woman),good,rajakhera,basaikara,basai kare,rajakhera,dholpur,0.103703704,good,good
8834,dholpur,General (Woman),bad,jodhpur,dulhra,dulhara,mania,dholpur,0.103174603,bad,good
10260,dholpur,General (Woman),bad,raipur,purani,puraini,sepau,dholpur,0.103174603,bad,good
1702,dholpur,OBC,good,bari,naglabidhora,nagla beedhora,bari,dholpur,0.099206349,good,good
8445,dholpur,General,bad,jodhpur,bironda,birodha,mania,dholpur,0.095238095,good,good
9252,dholpur,OBC (Woman),bad,raipur,jheelra,jheel,baseri,dholpur,0.095238095,good,good
10543,dholpur,General,bad,raipur,sehroli,sahroli,sepau,dholpur,0.095238095,good,good
1687,dholpur,General,good,rajakhera,khudila,khurila,rajakhera,dholpur,0.095238095,good,good
1699,dholpur,General (Woman),good,bari,merholi,marholi,bari,dholpur,0.095238095,good,good
1716,dholpur,SC,good,bari,sanoura,shanura,bari,dholpur,0.095238095,good,good
1718,dholpur,General (Woman),good,rajakhera,silavat,silawat,rajakhera,dholpur,0.095238095,good,good
9927,dholpur,General,bad,raipur,naglakhergpur,nagla kharagpur,sepau,dholpur,0.092307692,good,good
1664,dholpur,General (Woman),good,rajakhera,basaighiyaram,basai gheeyaram,rajakhera,dholpur,0.092307692,good,good
10261,dholpur,SC (Woman),bad,jodhpur,purani chhawni,purani chhawanee,dhaulpur,dholpur,0.086309524,good,good
1677,dholpur,General (Woman),good,bari,gadhisukkha,garhi sukkha,bari,dholpur,0.085858586,good,good
8236,dholpur,SC (Woman),bad,jodhpur,basaiyalalu,basaiyalaloo,mania,dholpur,0.085858586,good,good
8537,dholpur,SC (Woman),bad,raipur,chaurakheda,chaura khera,sepau,dholpur,0.085858586,good,good
8440,dholpur,General,bad,jodhpur,biperpur,biparpur,dhaulpur,dholpur,0.083333333,good,good
8878,dholpur,OBC (Woman),bad,jodhpur,firojpur,firozpur,dhaulpur,dholpur,0.083333333,good,good
9369,dholpur,OBC,bad,raipur,karimpur,kasimpur,dhaulpur,dholpur,0.083333333,good,good
1679,dholpur,General (Woman),good,rajakhera,hathvari,hathwari,rajakhera,dholpur,0.083333333,good,good
1698,dholpur,OBC,good,baseri,memodhan,mamodhan,baseri,dholpur,0.083333333,good,good
1706,dholpur,SC,good,bari,pidavali,pidawali,bari,dholpur,0.083333333,good,good
7697,dholpur,General (Woman),good,sarmathura,nadanpur,madanpur,sarmathura,dholpur,0.083333333,good,good
8203,dholpur,General (Woman),bad,raipur,baraa,bara,sepau,dholpur,0.066666667,good,good
1669,dholpur,ST (Woman),good,sarmathura,chandravali,chandrawali,sarmathura,dholpur,0.060606061,good,good
1658,dholpur,General (Woman),good,rajakhera,bajnan,bajna,rajakhera,dholpur,0.055555556,good,good
1709,dholpur,SC,good,bari,pura ulavati,pura ulawati,bari,dholpur,0.055555556,good,good
1721,dholpur,General,good,bari,totri,tontri,bari,dholpur,0.055555556,good,good
1676,dholpur,SC,good,bari,gadhi khirana,garhi khirana,bari,dholpur,0.051282051,good,good
1720,dholpur,General (Woman),good,baseri,tajpura,tajpur,baseri,dholpur,0.047619048,good,good
8218,dholpur,SC,bad,jodhpur,baretha,bretha,mania,dholpur,0.047619048,good,good
10062,dholpur,OBC (Woman),bad,raipur,nuhera,nunhera,sepau,dholpur,0.047619048,good,good
1688,dholpur,ST,good,sarmathura,khurdia,khurdiya,sarmathura,dholpur,0.041666667,good,good
1719,dholpur,ST,good,bari,singorai,sigorai,bari,dholpur,0.041666667,good,good
8342,dholpur,General,bad,jodhpur,bhasena,bhaisena,dhaulpur,dholpur,0.041666667,good,good
10140,dholpur,SC (Woman),bad,jodhpur,panchgaon,pachgaon,dhaulpur,dholpur,0.037037037,good,good
1663,dholpur,General,good,bari,basaidang,basai dang,bari,dholpur,0.033333333,good,good
8235,dholpur,OBC,bad,raipur,basainawab,basai nawab,sepau,dholpur,0.03030303,good,good
1683,dholpur,General,good,bari,kasbanagar,kasba nagar,bari,dholpur,0.03030303,good,good
10303,dholpur,General (Woman),bad,raipur,rajorakhurd,rajora khurd,sepau,dholpur,0.027777778,good,good
9768,dholpur,General,bad,raipur,malonipanwar,maloni panwar,sepau,dholpur,0.025641026,good,good
1701,dholpur,OBC (Woman),good,bari,nagla dulhekhan,nagla dulhe khan,bari,dholpur,0.020833333,good,good
1652,dholpur,General (Woman),good,bari,aligarh,aligarh,bari,dholpur,0,good,good
1653,dholpur,General (Woman),good,rajakhera,anandapura,anandapura,rajakhera,dholpur,0,good,good
1654,dholpur,General (Woman),good,sarmathura,angai,angai,sarmathura,dholpur,0,good,good
1656,dholpur,OBC,good,baseri,bagthar,bagthar,baseri,dholpur,0,good,good
1657,dholpur,SC (Woman),good,bari,bahadurpur,bahadurpur,bari,dholpur,0,good,good
1659,dholpur,SC,good,baseri,banora,banora,baseri,dholpur,0,good,good
1660,dholpur,SC,good,baseri,barai,barai,baseri,dholpur,0,good,good
1661,dholpur,ST,good,sarmathura,barauli,barauli,sarmathura,dholpur,0,good,good
1662,dholpur,General,good,bari,barpura,barpura,bari,dholpur,0,good,good
1667,dholpur,General (Woman),good,baseri,bharli,bharli,baseri,dholpur,0,good,good
1668,dholpur,General,good,baseri,boreli,boreli,baseri,dholpur,0,good,good
1670,dholpur,SC (Woman),good,rajakhera,chauhanpura,chauhanpura,rajakhera,dholpur,0,good,good
1672,dholpur,SC (Woman),good,bari,dhannu ka pura,dhannu ka pura,bari,dholpur,0,good,good
1673,dholpur,SC (Woman),good,bari,dhanora,dhanora,bari,dholpur,0,good,good
1674,dholpur,General (Woman),good,sarmathura,dhaundh,dhaundh,sarmathura,dholpur,0,good,good
1675,dholpur,ST,good,sarmathura,domai,domai,sarmathura,dholpur,0,good,good
1678,dholpur,General,good,baseri,gurja,gurja,baseri,dholpur,0,good,good
1680,dholpur,OBC (Woman),good,baseri,jarga,jarga,baseri,dholpur,0,good,good
1681,dholpur,General (Woman),good,sarmathura,jhiri,jhiri,sarmathura,dholpur,0,good,good
1682,dholpur,General (Woman),good,bari,kanchanpur,kanchanpur,bari,dholpur,0,good,good
1684,dholpur,SC (Woman),good,baseri,khanpura,khanpura,baseri,dholpur,0,good,good
1686,dholpur,SC (Woman),good,baseri,khidora,khidora,baseri,dholpur,0,good,good
1689,dholpur,General (Woman),good,bari,kudinna,kudinna,bari,dholpur,0,good,good
1690,dholpur,General,good,baseri,kunkuta,kunkuta,baseri,dholpur,0,good,good
1691,dholpur,General,good,rajakhera,lalpur,lalpur,rajakhera,dholpur,0,good,good
1692,dholpur,General,good,sarmathura,madanpur,madanpur,sarmathura,dholpur,0,good,good
1693,dholpur,General (Woman),good,sarmathura,madasil,madasil,sarmathura,dholpur,0,good,good
1695,dholpur,General,good,rajakhera,marena,marena,rajakhera,dholpur,0,good,good
1696,dholpur,General (Woman),good,bari,matsura,matsura,bari,dholpur,0,good,good
1700,dholpur,General,good,rajakhera,nagar,nagar,rajakhera,dholpur,0,good,good
1703,dholpur,SC,good,rajakhera,nahila,nahila,rajakhera,dholpur,0,good,good
1704,dholpur,General (Woman),good,bari,norha,norha,bari,dholpur,0,good,good
1705,dholpur,General,good,bari,panjupura,panjupura,bari,dholpur,0,good,good
1707,dholpur,General (Woman),good,sarmathura,piprait,piprait,sarmathura,dholpur,0,good,good
1708,dholpur,SC (Woman),good,baseri,pipron,pipron,baseri,dholpur,0,good,good
1710,dholpur,General,good,sarmathura,rahrai,rahrai,sarmathura,dholpur,0,good,good
1711,dholpur,OBC (Woman),good,baseri,ratanpur,ratanpur,baseri,dholpur,0,good,good
1712,dholpur,General,good,bari,rudhera,rudhera,bari,dholpur,0,good,good
1713,dholpur,SC (Woman),good,rajakhera,sadapur,sadapur,rajakhera,dholpur,0,good,good
1714,dholpur,General,good,baseri,salempur,salempur,baseri,dholpur,0,good,good
1715,dholpur,SC,good,rajakhera,samor,samor,rajakhera,dholpur,0,good,good
1717,dholpur,OBC,good,rajakhera,sikroda,sikroda,rajakhera,dholpur,0,good,good
1722,dholpur,SC (Woman),good,bari,umreh,umreh,bari,dholpur,0,good,good
8117,dholpur,General,good,sarmathura,badriya,badriya,baseri,dholpur,0,good,good
8233,dholpur,General,bad,jodhpur,basai neem,basai neem,dhaulpur,dholpur,0,good,good
8234,dholpur,General,bad,jodhpur,basai samanta,basai samanta,dhaulpur,dholpur,0,good,good
8291,dholpur,SC,bad,raipur,bhadiyana,bhadiyana,sepau,dholpur,0,good,good
8477,dholpur,OBC,bad,jodhpur,bothpura,bothpura,mania,dholpur,0,good,good
8647,dholpur,OBC,bad,jodhpur,dayeri,dayeri,mania,dholpur,0,good,good
8812,dholpur,General,bad,raipur,donari,donari,sepau,dholpur,0,good,good
8820,dholpur,General,bad,jodhpur,dubati,dubati,mania,dholpur,0,good,good
9103,dholpur,SC,good,baseri,ibrahimpur,ibrahimpur,bari,dholpur,0,good,good
9156,dholpur,OBC (Woman),good,rajakhera,jalalpur,jalalpur,mania,dholpur,0,good,good
9184,dholpur,OBC (Woman),bad,raipur,jaroli,jaroli,sepau,dholpur,0,good,good
9195,dholpur,General (Woman),bad,jodhpur,jatoli,jatoli,dhaulpur,dholpur,0,good,good
9334,dholpur,General (Woman),bad,raipur,kanasil,kanasil,sepau,dholpur,0,good,good
9384,dholpur,General (Woman),bad,jodhpur,kasimpur,kasimpur,dhaulpur,dholpur,0,good,good
9491,dholpur,General,good,rajakhera,kherli,kherli,mania,dholpur,0,good,good
9567,dholpur,General (Woman),bad,raipur,kolari,kolari,sepau,dholpur,0,good,good
9591,dholpur,OBC,good,rajakhera,kotpura,kotpura,mania,dholpur,0,good,good
9592,dholpur,General (Woman),bad,jodhpur,kotra,kotra,dhaulpur,dholpur,0,good,good
9699,dholpur,General,bad,jodhpur,luhari,luhari,dhaulpur,dholpur,0,good,good
9804,dholpur,General,bad,jodhpur,mangrol,mangrol,mania,dholpur,0,good,good
9807,dholpur,General (Woman),bad,jodhpur,maniyan,maniyan,mania,dholpur,0,good,good
9871,dholpur,General,bad,jodhpur,moroli,moroli,dhaulpur,dholpur,0,good,good
9938,dholpur,OBC (Woman),bad,jodhpur,nakatpura,nakatpura,dhaulpur,dholpur,0,good,good
9953,dholpur,General (Woman),bad,raipur,nandpura,nandpura,sepau,dholpur,0,good,good
9190,dholpur,General (Woman),good,rajakhera,jasupura,daupura,baseri,dholpur,0.130952381,bad,bad
10021,dholpur,General (Woman),good,baseri,nidhara,nidhara,bari,dholpur,0,good,good
10219,dholpur,OBC,bad,raipur,piphera,piphera,sepau,dholpur,0,good,good
10417,dholpur,General (Woman),bad,jodhpur,sadikpur,sadikpur,dhaulpur,dholpur,0,good,good
10438,dholpur,General,bad,raipur,sakhwara,sakhwara,sepau,dholpur,0,good,good
10569,dholpur,General (Woman),good,rajakhera,shahpura,shahpura,mania,dholpur,0,good,good
10502,dholpur,General,good,sarmathura,sarmathura,samauna,rajakhera,dholpur,0.180952381,bad,bad
10734,dholpur,SC,bad,jodhpur,tanda,tanda,mania,dholpur,0,good,good
8266,dholpur,SC,good,sarmathura,beelouni,beelpur,mania,dholpur,0.220238095,bad,bad
10553,dholpur,General,bad,raipur,sepau,salempur,baseri,dholpur,0.225,bad,bad
10035,dholpur,General (Woman),good,bari,nimkheda,khera,dhaulpur,dholpur,0.233333333,bad,bad
10745,dholpur,General,bad,raipur,tasima,taseemo,sepau,dholpur,0.253968254,bad,bad
10858,dholpur,SC,bad,raipur,umrara,umrara,sepau,dholpur,0,good,good
8067,dholpur,OBC,bad,jodhpur,audi,kudinna,bari,dholpur,0.273809524,bad,bad
9826,dholpur,General,bad,jodhpur,medhabhau,marha bhau,mania,dholpur,0.293121693,bad,bad
10554,dholpur,SC,bad,jodhpur,seranikheda,sarani,dhaulpur,dholpur,0.304040404,bad,bad
10805,dholpur,General (Woman),good,baseri,timasiya,madasil,sarmathura,dholpur,0.30952381,bad,bad
8582,dholpur,General (Woman),bad,jodhpur,choki hinota,chila chaund,bari,dholpur,0.325396825,bad,bad
7620,dungarpur,ST (Woman),good,dungarpur,pal mathhugamda,mathugamda khas,dungarpur,dungarpur,0.286111111,bad,good
7584,dungarpur,ST (Woman),good,bichiwara,gaid,ged,bichiwara,dungarpur,0.277777778,bad,good
7557,dungarpur,ST (Woman),good,jothari,bhilwa pachela (b),bheelwa panchela,jothari,dungarpur,0.270477208,bad,good
7520,dungarpur,ST,good,simalwara,mevada,medla,simalwara,dungarpur,0.261111111,bad,good
7472,dungarpur,ST,good,galiyakot,bhaimai,bhemai,galiyakot,dungarpur,0.250793651,bad,good
7457,dungarpur,ST,good,bichiwara,aodabada,oda bada,bichiwara,dungarpur,0.25,bad,good
7459,dungarpur,ST,good,bichiwara,jhinjhva,jheejhwa,bichiwara,dungarpur,0.25,bad,good
7439,dungarpur,ST,good,simalwara,gadagokal,gora gokal,simalwara,dungarpur,0.245502646,bad,good
7416,dungarpur,ST,good,sagwara,semliya,samaliya,sagwara,dungarpur,0.242063492,bad,good
7378,dungarpur,ST (Woman),good,dungarpur,kheda,kheda kachhawara,dungarpur,dungarpur,0.229166667,bad,good
7325,dungarpur,ST,good,sagwara,ood,oad,sagwara,dungarpur,0.222222222,bad,good
7326,dungarpur,ST (Woman),good,bichiwara,asiyanvav,asiya bao,bichiwara,dungarpur,0.222222222,bad,good
7301,dungarpur,ST (Woman),good,aspur,wadaghodia,varaghoriya,aspur,dungarpur,0.221212121,bad,good
7261,dungarpur,ST,good,galiyakot,bhaisara chhota,bhesra chhota,galiyakot,dungarpur,0.217307692,bad,good
7241,dungarpur,ST,good,sagwara,sukhapadar,sookhpadar,sagwara,dungarpur,0.216666667,bad,good
7207,dungarpur,ST,good,aspur,kothadi,kanthadi,aspur,dungarpur,0.214285714,bad,good
7194,dungarpur,ST,good,dungarpur,gadamorya,gara moreya,dungarpur,dungarpur,0.211279461,bad,good
10623,dungarpur,ST (Woman),good,dungarpur,sindi khairwada,sidri kherwara,dungarpur,dungarpur,0.205772006,bad,good
8702,dungarpur,ST (Woman),good,bichiwara,dhamalat phala,dhamlat fala,gamdi ahada,dungarpur,0.205266955,bad,good
7122,dungarpur,ST (Woman),good,sagwara,gada vejaniya,gara bejniya,sagwara,dungarpur,0.199145299,bad,good
7098,dungarpur,ST (Woman),good,sagwara,bijawada,beejawara,sagwara,dungarpur,0.194444444,bad,good
7056,dungarpur,ST,good,chikhali,rathadi,rathdee,chikhali,dungarpur,0.19047619,bad,good
7057,dungarpur,ST,good,simalwara,seethal,shithal,simalwara,dungarpur,0.19047619,bad,good
7017,dungarpur,ST (Woman),good,galiyakot,limbadiya,limbriya,galiyakot,dungarpur,0.187169312,bad,good
7018,dungarpur,ST (Woman),good,aspur,amritiya,amaratiya,aspur,dungarpur,0.187169312,bad,good
6992,dungarpur,ST (Woman),good,sabla,vanvaasa,vanwasa,sabla,dungarpur,0.186507937,bad,good
6970,dungarpur,ST (Woman),good,aspur,nandli sagoda,nandali sagora,aspur,dungarpur,0.184371184,bad,good
6871,dungarpur,ST,good,sabla,miyali,myala,sabla,dungarpur,0.177777778,bad,good
6872,dungarpur,ST (Woman),good,jothari,vainja,venja,jothari,dungarpur,0.177777778,bad,good
6803,dungarpur,ST (Woman),good,sagwara,ghodapala,ghora fala,sagwara,dungarpur,0.174074074,bad,good
9925,dungarpur,ST (Woman),good,jothari,nagariya panchela,nagria panchela,simalwara,dungarpur,0.17254902,bad,good
8456,dungarpur,ST (Woman),bad,dhod,bjojato ka aoda,bhojato ka ora,dowda,dungarpur,0.16984127,bad,good
6727,dungarpur,ST,good,aspur,katisaur,katisore,aspur,dungarpur,0.166666667,bad,good
6733,dungarpur,ST (Woman),good,dungarpur,khervada,kherwara,dungarpur,dungarpur,0.166666667,bad,good
8802,dungarpur,ST,bad,dhod,doja,doza,dowda,dungarpur,0.166666667,bad,good
