new_subdistrict,reservation_2020,District_Name_LGD,Subdistrict_Name_LGD,gp_LGD_name,gp_election_name,reservation_2015,district_2015,subdistrict_2015,dist_2015,quality_check_2015,reservation_2010,subdistrict_2010,dist_2010,quality_check_2010,reservation_2005,district_2005,subdistrict_2005,dist_2005,quality_check_2005,id,S.No.,District Code,District Name,District Census 2011 Code,District Census 2001 Code,Subdistrict Code,Subdistrict Name,Subdistrict Census 2011 Code,Subdistrict Census 2001 Code,Village Code,Village Name,Village Census 2011 Code,Village Census 2001 Code,Local Body Code,Local Body Name,gp_id,verified_or_not,delim_2019,delim_2014
bagora,GEN_W,barmer,pachpadra,sinli jageer,sinli jageer,GEN,barmer,balotra,0,good,GEN,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_sinli jageer,8116,90,BARMER,115,17,579,Pachpadra,579,3,87268,Rikarlai,87268,2137000,34920,SINLI JAGEER,barmer_sinli jageer,0,1,1
bagora,GEN_W,barmer,pachpadra,sinli jageer,sinli jageer,GEN,barmer,balotra,0,good,GEN,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_sinli jageer,8147,90,BARMER,115,17,579,Pachpadra,579,3,87270,Sinli Chauseera,87270,2137200,34920,SINLI JAGEER,barmer_sinli jageer,0,1,1
bagora,GEN_W,barmer,pachpadra,sinli jageer,sinli jageer,GEN,barmer,balotra,0,good,GEN,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_sinli jageer,8148,90,BARMER,115,17,579,Pachpadra,579,3,87267,Sinli Jageer,87267,2136900,34920,SINLI JAGEER,barmer_sinli jageer,0,1,1
bagora,GEN,barmer,pachpadra,tapra,tapra,ST,barmer,balotra,0,good,OBC_W,balotra,0,good,SC,barmer,balotra,0,good,barmer_pachpadra_tapra,8157,90,BARMER,115,17,579,Pachpadra,579,3,87327,Tapra,87327,2142300,34921,TAPRA,barmer_tapra,NA,0,1
karanpur,GEN,barmer,pachpadra,thob,thob,GEN_W,barmer,kalyanpur,0,good,GEN,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thob,8094,90,BARMER,115,17,579,Pachpadra,579,3,87417,Rajeshwar Nagar,87417,2148000,34922,THOB,barmer_thob,NA,0,0
karanpur,GEN,barmer,pachpadra,thob,thob,GEN_W,barmer,kalyanpur,0,good,GEN,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thob,8095,90,BARMER,115,17,579,Pachpadra,579,3,87416,Rajpura,87416,2147900,34922,THOB,barmer_thob,NA,0,0
karanpur,GEN,barmer,pachpadra,thob,thob,GEN_W,barmer,kalyanpur,0,good,GEN,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thob,8099,90,BARMER,115,17,579,Pachpadra,579,3,87414,Ram Nagar,87414,2147800,34922,THOB,barmer_thob,NA,0,0
karanpur,GEN,barmer,pachpadra,thob,thob,GEN_W,barmer,kalyanpur,0,good,GEN,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thob,8162,90,BARMER,115,17,579,Pachpadra,579,3,87415,Thob,87415,2147800,34922,THOB,barmer_thob,NA,0,0
karanpur,OBC_W,barmer,pachpadra,thumbli,thumbali,GEN_W,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thumbli,7872,90,BARMER,115,17,579,Pachpadra,579,3,87460,Bagnawas,87460,2152100,34923,THUMBLI,barmer_thumbli,0,1,1
karanpur,OBC_W,barmer,pachpadra,thumbli,thumbali,GEN_W,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thumbli,8011,90,BARMER,115,17,579,Pachpadra,579,3,937503,Kheda,0,NA,34923,THUMBLI,barmer_thumbli,0,1,1
karanpur,OBC_W,barmer,pachpadra,thumbli,thumbali,GEN_W,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thumbli,8119,90,BARMER,115,17,579,Pachpadra,579,3,87472,Rorwa Khurd,87472,2153300,34923,THUMBLI,barmer_thumbli,0,1,1
karanpur,OBC_W,barmer,pachpadra,thumbli,thumbali,GEN_W,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thumbli,8159,90,BARMER,115,17,579,Pachpadra,579,3,87459,Tebaniya,87459,2152000,34923,THUMBLI,barmer_thumbli,0,1,1
karanpur,OBC_W,barmer,pachpadra,thumbli,thumbali,GEN_W,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_thumbli,8163,90,BARMER,115,17,579,Pachpadra,579,3,87463,Thoombli,87463,2152400,34923,THUMBLI,barmer_thumbli,0,1,1
bagora,OBC_W,barmer,pachpadra,tilwara,tilwara,GEN,barmer,balotra,0,good,OBC_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_tilwara,7904,90,BARMER,115,17,579,Pachpadra,579,3,87260,Borawas,87260,2136200,34924,TILWARA,barmer_tilwara,NA,0,0
bagora,OBC_W,barmer,pachpadra,tilwara,tilwara,GEN,barmer,balotra,0,good,OBC_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_tilwara,7981,90,BARMER,115,17,579,Pachpadra,579,3,87271,Jogeshwar Mahadev,87271,2137300,34924,TILWARA,barmer_tilwara,NA,0,0
bagora,OBC_W,barmer,pachpadra,tilwara,tilwara,GEN,barmer,balotra,0,good,OBC_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_tilwara,7996,90,BARMER,115,17,579,Pachpadra,579,3,87262,Kapuriya Geraabad,87262,2136400,34924,TILWARA,barmer_tilwara,NA,0,0
bagora,OBC_W,barmer,pachpadra,tilwara,tilwara,GEN,barmer,balotra,0,good,OBC_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_tilwara,8161,90,BARMER,115,17,579,Pachpadra,579,3,87273,Than Mallinath,87273,2137400,34924,TILWARA,barmer_tilwara,NA,0,0
bagora,OBC_W,barmer,pachpadra,tilwara,tilwara,GEN,barmer,balotra,0,good,OBC_W,balotra,0,good,GEN,barmer,balotra,0,good,barmer_pachpadra_tilwara,8165,90,BARMER,115,17,579,Pachpadra,579,3,87272,Tilwara,87272,2137300,34924,TILWARA,barmer_tilwara,NA,0,0
bagora,SC,barmer,pachpadra,umarlai,umarlai,GEN,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_umarlai,8154,90,BARMER,115,17,579,Pachpadra,579,3,937502,Surjan Nagar,0,NA,34925,UMARLAI,barmer_umarlai,NA,0,1
bagora,SC,barmer,pachpadra,umarlai,umarlai,GEN,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_umarlai,8169,90,BARMER,115,17,579,Pachpadra,579,3,87442,Umarlai Jageer,87442,2150400,34925,UMARLAI,barmer_umarlai,NA,0,1
bagora,SC,barmer,pachpadra,umarlai,umarlai,GEN,barmer,kalyanpur,0,good,GEN_W,balotra,0,good,OBC_W,barmer,balotra,0,good,barmer_pachpadra_umarlai,8170,90,BARMER,115,17,579,Pachpadra,579,3,87430,Umarlai Khalsa,87430,2149300,34925,UMARLAI,barmer_umarlai,NA,0,1
ramsar,GEN_W,barmer,ramsar,babuguleriya,babuguleriya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_babuguleriya,8195,90,BARMER,115,17,583,Ramsar,583,7,88477,Babuguleriya,88477,2227500,34928,BABUGULERIYA,barmer_babuguleriya,NA,0,0
ramsar,GEN_W,barmer,ramsar,babuguleriya,babuguleriya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_babuguleriya,8202,90,BARMER,115,17,583,Ramsar,583,7,88480,Banwa,88480,2227800,34928,BABUGULERIYA,barmer_babuguleriya,NA,0,0
ramsar,GEN_W,barmer,ramsar,babuguleriya,babuguleriya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_babuguleriya,8313,90,BARMER,115,17,583,Ramsar,583,7,88479,Nopatiya,88479,2227700,34928,BABUGULERIYA,barmer_babuguleriya,NA,0,0
ramsar,GEN_W,barmer,ramsar,babuguleriya,babuguleriya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_babuguleriya,8331,90,BARMER,115,17,583,Ramsar,583,7,88515,Ramsaragor,88515,2230600,34928,BABUGULERIYA,barmer_babuguleriya,NA,0,0
ramsar,GEN_W,barmer,ramsar,bhachbhar,bhachbhar,OBC_W,barmer,ramsar,0,good,GEN,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_bhachbhar,8204,90,BARMER,115,17,583,Ramsar,583,7,88513,Bhachbhar,88513,2230400,34932,BHACHBHAR,barmer_bhachbhar,NA,0,0
ramsar,GEN_W,barmer,ramsar,bhachbhar,bhachbhar,OBC_W,barmer,ramsar,0,good,GEN,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_bhachbhar,8295,90,BARMER,115,17,583,Ramsar,583,7,88520,Lasuwa,88520,2231000,34932,BHACHBHAR,barmer_bhachbhar,NA,0,0
ramsar,GEN_W,barmer,ramsar,bhachbhar,bhachbhar,OBC_W,barmer,ramsar,0,good,GEN,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_bhachbhar,8296,90,BARMER,115,17,583,Ramsar,583,7,88512,Leel Nagar,88512,2230400,34932,BHACHBHAR,barmer_bhachbhar,NA,0,0
ramsar,GEN_W,barmer,ramsar,bhachbhar,bhachbhar,OBC_W,barmer,ramsar,0,good,GEN,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_bhachbhar,8368,90,BARMER,115,17,583,Ramsar,583,7,88510,Wagta Ki Beri,88510,2230200,34932,BHACHBHAR,barmer_bhachbhar,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8184,90,BARMER,115,17,583,Ramsar,583,7,88605,Abhe Ka Par,88605,2236800,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8241,90,BARMER,115,17,583,Ramsar,583,7,88609,Ganganiyon Ka Par,88609,2237100,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8265,90,BARMER,115,17,583,Ramsar,583,7,88581,Jaleela,88581,2234900,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8310,90,BARMER,115,17,583,Ramsar,583,7,88588,Neelsar,88588,2235500,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8323,90,BARMER,115,17,583,Ramsar,583,7,88608,Purpuriya,88608,2237000,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8353,90,BARMER,115,17,583,Ramsar,583,7,88602,Sodhai,88602,2236600,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN,barmer,ramsar,abhe ka par,bhinde ka par,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,SC_W,barmer,barmer,0,good,barmer_ramsar_abhe ka par,8354,90,BARMER,115,17,583,Ramsar,583,7,88604,Sodhon Ki Basti,88604,2236800,262459,ABHE KA PAR,barmer_abhe ka par,NA,0,0
ramsar,GEN_W,barmer,ramsar,boothiya,buthiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_boothiya,8187,90,BARMER,115,17,583,Ramsar,583,7,88470,Ajbani,88470,2226800,34937,BOOTHIYA,barmer_boothiya,NA,0,0
ramsar,GEN_W,barmer,ramsar,boothiya,buthiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_boothiya,8214,90,BARMER,115,17,583,Ramsar,583,7,88596,Boothiya,88596,2236100,34937,BOOTHIYA,barmer_boothiya,NA,0,0
ramsar,GEN_W,barmer,ramsar,boothiya,buthiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_boothiya,8271,90,BARMER,115,17,583,Ramsar,583,7,88469,Jheloon,88469,2226700,34937,BOOTHIYA,barmer_boothiya,NA,0,0
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8217,90,BARMER,115,17,583,Ramsar,583,7,88560,Chadar Bankalsar,88560,2233300,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8218,90,BARMER,115,17,583,Ramsar,583,7,88559,Chadar Dakhnad,88559,2233200,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8219,90,BARMER,115,17,583,Ramsar,583,7,88570,Chadar Mandroop,88570,2233800,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8326,90,BARMER,115,17,583,Ramsar,583,7,88569,Ramdeo Ka Mandir,88569,2233700,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8337,90,BARMER,115,17,583,Ramsar,583,7,88571,Salariya Kanlariya,88571,2233900,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN_W,barmer,ramsar,chadar madrup,chadar madrup,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,GEN_W,barmer,barmer,0,good,barmer_ramsar_chadar madrup,8347,90,BARMER,115,17,583,Ramsar,583,7,88572,Shere Ka Tala,88572,2234000,34938,CHADAR MADRUP,barmer_chadar madrup,NA,0,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8191,90,BARMER,115,17,583,Ramsar,583,7,88563,Amol Khoniyon Ki Dhani,88563,2233500,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8211,90,BARMER,115,17,583,Ramsar,583,7,945779,Bhiyaniyo Ki Dhani,0,NA,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8220,90,BARMER,115,17,583,Ramsar,583,7,88551,Chainpura,88551,2232800,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8222,90,BARMER,115,17,583,Ramsar,583,7,88562,Chari,88562,2233500,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8234,90,BARMER,115,17,583,Ramsar,583,7,88550,Dhanora,88550,2232800,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8245,90,BARMER,115,17,583,Ramsar,583,7,88553,Gidaliyon Ka Tala,88553,2232900,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8334,90,BARMER,115,17,583,Ramsar,583,7,88561,Rodi Nadi,88561,2233400,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,chadi,chadi,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,GEN,barmer,barmer,0,good,barmer_ramsar_chadi,8356,90,BARMER,115,17,583,Ramsar,583,7,88552,Subhash Nagar,88552,2232900,34939,CHADI,barmer_chadi,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8227,90,BARMER,115,17,583,Ramsar,583,7,937425,Chhutaniyo Ki Basti,0,NA,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8231,90,BARMER,115,17,583,Ramsar,583,7,88500,Derasar,88500,2229300,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8256,90,BARMER,115,17,583,Ramsar,583,7,88503,Hothoyoniyon Ki Basti,88503,2229600,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8275,90,BARMER,115,17,583,Ramsar,583,7,88502,Kachhboniyo Ki Basti,88502,2229500,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8279,90,BARMER,115,17,583,Ramsar,583,7,937423,Kasmanio Ki Basti,0,NA,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8305,90,BARMER,115,17,583,Ramsar,583,7,88498,Mithuvaniyo Ki Basti,88498,2229200,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8328,90,BARMER,115,17,583,Ramsar,583,7,88501,Ramdiyon Ki Basti,88501,2229400,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,derasar,derasar,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC,barmer,barmer,0,good,barmer_ramsar_derasar,8366,90,BARMER,115,17,583,Ramsar,583,7,88499,Vishlon Ki Basti,88499,2229300,34941,DERASAR,barmer_derasar,0,1,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8188,90,BARMER,115,17,583,Ramsar,583,7,88603,Ajbe Ka Par,88603,2236700,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8189,90,BARMER,115,17,583,Ramsar,583,7,88591,Alarakh Ka Par,88591,2235700,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8194,90,BARMER,115,17,583,Ramsar,583,7,914919,AZADPURA,0,NA,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8197,90,BARMER,115,17,583,Ramsar,583,7,88586,Baloo Ka Par,88586,2235300,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8223,90,BARMER,115,17,583,Ramsar,583,7,88600,Charwa @ Jharwa,88600,2236400,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8237,90,BARMER,115,17,583,Ramsar,583,7,88589,Gagariya Station,88589,2235600,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8238,90,BARMER,115,17,583,Ramsar,583,7,88584,Gagriya,88584,2235100,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8263,90,BARMER,115,17,583,Ramsar,583,7,88587,Jaitaniyon Ka Par,88587,2235400,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8277,90,BARMER,115,17,583,Ramsar,583,7,88476,Kantaliya Ka Par,88476,2227400,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gagriya,gagriya,GEN_W,barmer,ramsar,0,good,SC,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_gagriya,8300,90,BARMER,115,17,583,Ramsar,583,7,88592,Mandroop Ka Par,88592,2235800,34944,GAGRIYA,barmer_gagriya,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8183,90,BARMER,115,17,583,Ramsar,583,7,88542,Aazadnagar,88542,2232400,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8193,90,BARMER,115,17,583,Ramsar,583,7,937418,Arjun Keshrani,0,NA,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8240,90,BARMER,115,17,583,Ramsar,583,7,88544,Gangala,88544,2232400,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8247,90,BARMER,115,17,583,Ramsar,583,7,88543,Hafatnagar,88543,2232400,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8299,90,BARMER,115,17,583,Ramsar,583,7,88540,Mananiyon Ki Basti,88540,2232200,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8311,90,BARMER,115,17,583,Ramsar,583,7,88541,Nihalaniyon Ka Tobha,88541,2232300,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,GEN,barmer,ramsar,gangala,gangala,OBC,barmer,ramsar,0,good,SC,barmer,0,good,ST,barmer,barmer,0,good,barmer_ramsar_gangala,8352,90,BARMER,115,17,583,Ramsar,583,7,88508,Sodha Basti,88508,2230000,34945,GANGALA,barmer_gangala,NA,0,1
ramsar,SC,barmer,ramsar,gardiya,gardiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC_W,barmer,barmer,0,good,barmer_ramsar_gardiya,8243,90,BARMER,115,17,583,Ramsar,583,7,88632,Gardiya,88632,2239100,34947,GARDIYA,barmer_gardiya,NA,0,1
ramsar,SC,barmer,ramsar,gardiya,gardiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC_W,barmer,barmer,0,good,barmer_ramsar_gardiya,8267,90,BARMER,115,17,583,Ramsar,583,7,88631,Janeki Beri,88631,2239000,34947,GARDIYA,barmer_gardiya,NA,0,1
ramsar,SC,barmer,ramsar,gardiya,gardiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC_W,barmer,barmer,0,good,barmer_ramsar_gardiya,8268,90,BARMER,115,17,583,Ramsar,583,7,88634,Jaton Ki Basti,88634,2239300,34947,GARDIYA,barmer_gardiya,NA,0,1
ramsar,SC,barmer,ramsar,gardiya,gardiya,GEN,barmer,ramsar,0,good,GEN_W,barmer,0,good,OBC_W,barmer,barmer,0,good,barmer_ramsar_gardiya,8343,90,BARMER,115,17,583,Ramsar,583,7,88633,Selau,88633,2239200,34947,GARDIYA,barmer_gardiya,NA,0,1
ramsar,GEN,barmer,ramsar,hathma,hathama,OBC,barmer,ramsar,0,good,ST_W,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_hathma,8186,90,BARMER,115,17,583,Ramsar,583,7,88507,Ajabpura,88507,2229900,34949,HATHMA,barmer_hathma,0,1,1
ramsar,GEN,barmer,ramsar,hathma,hathama,OBC,barmer,ramsar,0,good,ST_W,barmer,0,good,SC,barmer,barmer,0,good,barmer_ramsar_hathma,8201,90,BARMER,115,17,583,Ramsar,583,7,88504,Bano Ka Tala,88504,2229700,34949,HATHMA,barmer_hathma,0,1,1
