new_subdistrict,reservation_2020,District_Name_LGD,Subdistrict_Name_LGD,gp_LGD_name,gp_election_name,reservation_2015,district_2015,subdistrict_2015,dist_2015,quality_check_2015,reservation_2010,subdistrict_2010,dist_2010,quality_check_2010,reservation_2005,district_2005,subdistrict_2005,dist_2005,quality_check_2005,id,S.No.,District Code,District Name,District Census 2011 Code,District Census 2001 Code,Subdistrict Code,Subdistrict Name,Subdistrict Census 2011 Code,Subdistrict Census 2001 Code,Village Code,Village Name,Village Census 2011 Code,Village Census 2001 Code,Local Body Code,Local Body Name,gp_id,verified_or_not,delim_2019,delim_2014
ajmer,GEN,ajmer,ajmer,danta,danta,SC,ajmer,srinagar,0,good,OBC_W,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_danta,10,86,AJMER,119,21,607,Ajmer,607,2,91623,Balwanta,91623,2507400,33834,DANTA,ajmer_danta,NA,0,0
ajmer,GEN,ajmer,ajmer,danta,danta,SC,ajmer,srinagar,0,good,OBC_W,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_danta,21,86,AJMER,119,21,607,Ajmer,607,2,91572,Danta,91572,2501700,33834,DANTA,ajmer_danta,NA,0,0
ajmer,GEN,ajmer,ajmer,danta,danta,SC,ajmer,srinagar,0,good,OBC_W,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_danta,37,86,AJMER,119,21,607,Ajmer,607,2,91622,Jatiya,91622,2507300,33834,DANTA,ajmer_danta,NA,0,0
ajmer,GEN_W,ajmer,ajmer,gagwana,gagwana,OBC_W,ajmer,srinagar,0,good,GEN,srinagar,0,good,SC,ajmer,srinagar,0,good,ajmer_ajmer_gagwana,26,86,AJMER,119,21,607,Ajmer,607,2,91582,Gagwana,91582,2502700,33837,GAGWANA,ajmer_gagwana,NA,0,0
ajmer,SC_W,ajmer,ajmer,godiyawas,godiawas,GEN_W,ajmer,srinagar,0.037037037,good,OBC,srinagar,0.037037037,good,GEN,ajmer,srinagar,0.037037037,good,ajmer_ajmer_godiyawas,29,86,AJMER,119,21,607,Ajmer,607,2,91578,Godiyawas,91578,2502300,33840,GODIYAWAS,ajmer_godiyawas,NA,0,0
ajmer,SC_W,ajmer,ajmer,godiyawas,godiawas,GEN_W,ajmer,srinagar,0.037037037,good,OBC,srinagar,0.037037037,good,GEN,ajmer,srinagar,0.037037037,good,ajmer_ajmer_godiyawas,30,86,AJMER,119,21,607,Ajmer,607,2,91579,Gudha,91579,2502400,33840,GODIYAWAS,ajmer_godiyawas,NA,0,0
ajmer,SC_W,ajmer,ajmer,godiyawas,godiawas,GEN_W,ajmer,srinagar,0.037037037,good,OBC,srinagar,0.037037037,good,GEN,ajmer,srinagar,0.037037037,good,ajmer_ajmer_godiyawas,58,86,AJMER,119,21,607,Ajmer,607,2,91577,Nolkha,91577,2502200,33840,GODIYAWAS,ajmer_godiyawas,NA,0,0
ajmer,SC_W,ajmer,ajmer,hatoondi,hatundi,GEN_W,ajmer,peesangan,0,good,GEN_W,peesangan,0,good,GEN,ajmer,peesangan,0,good,ajmer_ajmer_hatoondi,35,86,AJMER,119,21,607,Ajmer,607,2,91634,Hatoondi,91634,2508500,33799,HATOONDI,ajmer_hatoondi,NA,0,0
ajmer,GEN_W,ajmer,ajmer,kayampura,kayampura,GEN,ajmer,srinagar,0,good,OBC_W,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_kayampura,20,86,AJMER,119,21,607,Ajmer,607,2,91584,Chhatri,91584,2502900,33844,KAYAMPURA,ajmer_kayampura,NA,0,0
ajmer,GEN_W,ajmer,ajmer,kayampura,kayampura,GEN,ajmer,srinagar,0,good,OBC_W,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_kayampura,41,86,AJMER,119,21,607,Ajmer,607,2,91568,Kayampura,91568,2501400,33844,KAYAMPURA,ajmer_kayampura,NA,0,0
ajmer,GEN,ajmer,ajmer,narwar,narwar,GEN_W,ajmer,srinagar,0,good,OBC,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_narwar,14,86,AJMER,119,21,607,Ajmer,607,2,91567,Bhawani Khera,91567,2501300,33850,NARWAR,ajmer_narwar,NA,0,0
ajmer,GEN,ajmer,ajmer,narwar,narwar,GEN_W,ajmer,srinagar,0,good,OBC,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_narwar,52,86,AJMER,119,21,607,Ajmer,607,2,91563,Manpura,91563,2500900,33850,NARWAR,ajmer_narwar,NA,0,0
ajmer,GEN,ajmer,ajmer,narwar,narwar,GEN_W,ajmer,srinagar,0,good,OBC,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_narwar,57,86,AJMER,119,21,607,Ajmer,607,2,91566,Narwar,91566,2501200,33850,NARWAR,ajmer_narwar,NA,0,0
ajmer,GEN_W,ajmer,ajmer,palra,palra,OBC,ajmer,srinagar,0,good,GEN,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_palra,42,86,AJMER,119,21,607,Ajmer,607,2,91624,Khajpura,91624,2507500,33852,PALRA,ajmer_palra,NA,0,0
ajmer,GEN_W,ajmer,ajmer,palra,palra,OBC,ajmer,srinagar,0,good,GEN,srinagar,0,good,GEN,ajmer,srinagar,0,good,ajmer_ajmer_palra,61,86,AJMER,119,21,607,Ajmer,607,2,91619,Palra,91619,2507000,33852,PALRA,ajmer_palra,NA,0,0
ajmer,OBC,ajmer,ajmer,saradhana,saradhana,GEN_W,ajmer,peesangan,0,good,GEN,peesangan,0,good,SC_W,ajmer,peesangan,0,good,ajmer_ajmer_saradhana,64,86,AJMER,119,21,607,Ajmer,607,2,91630,Saradhana,91630,2508100,33822,SARADHANA,ajmer_saradhana,NA,0,0
ajmer,OBC,ajmer,ajmer,sarana,sarana,OBC,ajmer,sarw ad,0,good,SC_W,bhinay,0,good,OBC,ajmer,bhinay,0,good,ajmer_ajmer_sarana,22,86,AJMER,119,21,607,Ajmer,607,2,91621,Danta,91621,2507200,293954,SARANA,ajmer_sarana,1,1,0
ajmer,OBC,ajmer,ajmer,sarana,sarana,OBC,ajmer,sarw ad,0,good,SC_W,bhinay,0,good,OBC,ajmer,bhinay,0,good,ajmer_ajmer_sarana,38,86,AJMER,119,21,607,Ajmer,607,2,91570,Jatli,91570,2501600,293954,SARANA,ajmer_sarana,1,1,0
ajmer,OBC,ajmer,ajmer,sarana,sarana,OBC,ajmer,sarw ad,0,good,SC_W,bhinay,0,good,OBC,ajmer,bhinay,0,good,ajmer_ajmer_sarana,65,86,AJMER,119,21,607,Ajmer,607,2,91562,Sarana,91562,2500800,293954,SARANA,ajmer_sarana,1,1,0
arain,GEN_W,ajmer,arain,aakodiya,akodiya,SC,ajmer,arai,0,good,GEN_W,arai,0,good,OBC,ajmer,arai,0,good,ajmer_arain_aakodiya,70,86,AJMER,119,21,6659,Arain,0,NA,91546,Ankauriya,91546,2499200,33588,AAKODIYA,ajmer_aakodiya,NA,0,0
arain,GEN_W,ajmer,arain,aakodiya,akodiya,SC,ajmer,arai,0,good,GEN_W,arai,0,good,OBC,ajmer,arai,0,good,ajmer_arain_aakodiya,112,86,AJMER,119,21,6659,Arain,0,NA,91545,Moondoti,91545,2499100,33588,AAKODIYA,ajmer_aakodiya,NA,0,0
arain,SC,ajmer,arain,arain,arai,GEN_W,ajmer,arai,0,good,GEN,arai,0,good,ST,ajmer,arai,0,good,ajmer_arain_arain,71,86,AJMER,119,21,6659,Arain,0,NA,91524,Arain,91524,2497100,33589,ARAIN,ajmer_arain,NA,0,1
arain,SC_W,ajmer,arain,bhamolav,bhamolaw,OBC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhamolav,74,86,AJMER,119,21,6659,Arain,0,NA,91534,Bhambholao,91534,2498000,33591,BHAMOLAV,ajmer_bhamolav,NA,0,0
arain,SC_W,ajmer,arain,bhamolav,bhamolaw,OBC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhamolav,76,86,AJMER,119,21,6659,Arain,0,NA,91532,Bhawsa,91532,2497800,33591,BHAMOLAV,ajmer_bhamolav,NA,0,0
arain,SC_W,ajmer,arain,bhamolav,bhamolaw,OBC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhamolav,81,86,AJMER,119,21,6659,Arain,0,NA,91536,Dang,91536,2498200,33591,BHAMOLAV,ajmer_bhamolav,NA,0,0
arain,SC_W,ajmer,arain,bhamolav,bhamolaw,OBC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhamolav,82,86,AJMER,119,21,6659,Arain,0,NA,91535,Dangra,91535,2498100,33591,BHAMOLAV,ajmer_bhamolav,NA,0,0
arain,GEN_W,ajmer,arain,bhogadeet,bhogadeet,GEN,ajmer,arai,0,good,OBC,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhogadeet,77,86,AJMER,119,21,6659,Arain,0,NA,91508,Bhogadeet,91508,2495600,33592,BHOGADEET,ajmer_bhogadeet,NA,0,0
arain,GEN_W,ajmer,arain,bhogadeet,bhogadeet,GEN,ajmer,arai,0,good,OBC,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhogadeet,88,86,AJMER,119,21,6659,Arain,0,NA,91529,Gagoonda,91529,2497500,33592,BHOGADEET,ajmer_bhogadeet,NA,0,0
arain,GEN_W,ajmer,arain,bhogadeet,bhogadeet,GEN,ajmer,arai,0,good,OBC,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_bhogadeet,108,86,AJMER,119,21,6659,Arain,0,NA,91507,Mala,91507,2495500,33592,BHOGADEET,ajmer_bhogadeet,NA,0,0
arain,GEN,ajmer,arain,deopuri,devpuri,OBC_W,ajmer,arai,0,good,ST,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_deopuri,69,86,AJMER,119,21,6659,Arain,0,NA,91503,Almas,91503,2495100,33596,DEOPURI,ajmer_deopuri,NA,0,0
arain,GEN,ajmer,arain,deopuri,devpuri,OBC_W,ajmer,arai,0,good,ST,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_deopuri,75,86,AJMER,119,21,6659,Arain,0,NA,91499,Bharla,91499,2494700,33596,DEOPURI,ajmer_deopuri,NA,0,0
arain,GEN,ajmer,arain,deopuri,devpuri,OBC_W,ajmer,arai,0,good,ST,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_deopuri,78,86,AJMER,119,21,6659,Arain,0,NA,91501,Chosla,91501,2494900,33596,DEOPURI,ajmer_deopuri,NA,0,0
arain,GEN,ajmer,arain,deopuri,devpuri,OBC_W,ajmer,arai,0,good,ST,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_deopuri,83,86,AJMER,119,21,6659,Arain,0,NA,91498,Deopuri,91498,2494600,33596,DEOPURI,ajmer_deopuri,NA,0,0
arain,GEN,ajmer,arain,deopuri,devpuri,OBC_W,ajmer,arai,0,good,ST,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_deopuri,95,86,AJMER,119,21,6659,Arain,0,NA,91502,Indoli,91502,2495000,33596,DEOPURI,ajmer_deopuri,NA,0,0
arain,SC,ajmer,arain,dhasook,dhasuk,GEN,ajmer,arai,0,good,OBC_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_dhasook,72,86,AJMER,119,21,6659,Arain,0,NA,91544,Balapura,91544,2499000,33597,DHASOOK,ajmer_dhasook,NA,0,0
arain,SC,ajmer,arain,dhasook,dhasuk,GEN,ajmer,arai,0,good,OBC_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_dhasook,85,86,AJMER,119,21,6659,Arain,0,NA,91550,Dhasook,91550,2499600,33597,DHASOOK,ajmer_dhasook,NA,0,0
arain,SC,ajmer,arain,dhasook,dhasuk,GEN,ajmer,arai,0,good,OBC_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_dhasook,107,86,AJMER,119,21,6659,Arain,0,NA,91551,Kishanpura,91551,2499700,33597,DHASOOK,ajmer_dhasook,NA,0,0
arain,SC,ajmer,arain,dhasook,dhasuk,GEN,ajmer,arai,0,good,OBC_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_dhasook,117,86,AJMER,119,21,6659,Arain,0,NA,91552,Pandarwara,91552,2499800,33597,DHASOOK,ajmer_dhasook,NA,0,0
arain,GEN,ajmer,arain,gothiyana,gothiyana,SC,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_gothiyana,93,86,AJMER,119,21,6659,Arain,0,NA,91547,Gothiyana,91547,2499300,33599,GOTHIYANA,ajmer_gothiyana,NA,0,0
arain,GEN,ajmer,arain,gothiyana,gothiyana,SC,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_gothiyana,98,86,AJMER,119,21,6659,Arain,0,NA,91548,Jorawarpura,91548,2499400,33599,GOTHIYANA,ajmer_gothiyana,NA,0,0
arain,GEN_W,ajmer,arain,jheerota,jheerota,OBC_W,ajmer,arai,0,good,GEN,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_jheerota,87,86,AJMER,119,21,6659,Arain,0,NA,91553,Dothli,91553,2499900,33602,JHEEROTA,ajmer_jheerota,NA,0,0
arain,GEN_W,ajmer,arain,jheerota,jheerota,OBC_W,ajmer,arai,0,good,GEN,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_jheerota,91,86,AJMER,119,21,6659,Arain,0,NA,91554,Goojarwara,91554,2500000,33602,JHEEROTA,ajmer_jheerota,NA,0,0
arain,GEN_W,ajmer,arain,jheerota,jheerota,OBC_W,ajmer,arai,0,good,GEN,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_jheerota,97,86,AJMER,119,21,6659,Arain,0,NA,91549,Jheerota,91549,2499500,33602,JHEEROTA,ajmer_jheerota,NA,0,0
arain,GEN_W,ajmer,arain,jheerota,jheerota,OBC_W,ajmer,arai,0,good,GEN,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_jheerota,121,86,AJMER,119,21,6659,Arain,0,NA,91555,Sarwar,91555,2500100,33602,JHEEROTA,ajmer_jheerota,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,73,86,AJMER,119,21,6659,Arain,0,NA,91509,Beenjarwara,91509,2495700,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,86,86,AJMER,119,21,6659,Arain,0,NA,91513,Dholpuriya,91513,2496100,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,101,86,AJMER,119,21,6659,Arain,0,NA,91512,Kalanada,91512,2496000,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,102,86,AJMER,119,21,6659,Arain,0,NA,91525,Kalyanpura,91525,2497200,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,116,86,AJMER,119,21,6659,Arain,0,NA,91511,Pacheenpala,91511,2495900,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,OBC,ajmer,arain,kalanada,kalanada,SC_W,ajmer,arai,0,good,GEN,arai,0,good,GEN,ajmer,arai,0,good,ajmer_arain_kalanada,123,86,AJMER,119,21,6659,Arain,0,NA,91527,SHANKARPURA,91527,2497300,33603,KALANADA,ajmer_kalanada,NA,0,0
arain,GEN_W,ajmer,arain,katsoora,katsura,SC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_katsoora,103,86,AJMER,119,21,6659,Arain,0,NA,91500,Katsoora,91500,2494800,33605,KATSOORA,ajmer_katsoora,NA,0,0
arain,GEN_W,ajmer,arain,katsoora,katsura,SC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_katsoora,118,86,AJMER,119,21,6659,Arain,0,NA,91514,Raghunathpura,91514,2496200,33605,KATSOORA,ajmer_katsoora,NA,0,0
arain,GEN_W,ajmer,arain,katsoora,katsura,SC,ajmer,arai,0,good,GEN_W,arai,0,good,GEN_W,ajmer,arai,0,good,ajmer_arain_katsoora,119,86,AJMER,119,21,6659,Arain,0,NA,915680,Raghunathpura.,0,NA,33605,KATSOORA,ajmer_katsoora,NA,0,0
arain,GEN_W,ajmer,arain,mandawariya,mandawariya,SC_W,ajmer,arai,0,good,GEN,arai,0,good,OBC,ajmer,arai,0,good,ajmer_arain_mandawariya,96,86,AJMER,119,21,6659,Arain,0,NA,91520,Jhadol,91520,2496700,33609,MANDAWARIYA,ajmer_mandawariya,NA,0,0
arain,GEN_W,ajmer,arain,mandawariya,mandawariya,SC_W,ajmer,arai,0,good,GEN,arai,0,good,OBC,ajmer,arai,0,good,ajmer_arain_mandawariya,105,86,AJMER,119,21,6659,Arain,0,NA,915681,Keriya,0,NA,33609,MANDAWARIYA,ajmer_mandawariya,NA,0,0
arain,GEN_W,ajmer,arain,mandawariya,mandawariya,SC_W,ajmer,arai,0,good,GEN,arai,0,good,OBC,ajmer,arai,0,good,ajmer_arain_mandawariya,106,86,AJMER,119,21,6659,Arain,0,NA,91519,Kheda Gopalpura,91519,2496600,33609,MANDAWARIYA,ajmer_mandawariya,NA,0,0
arain,GEN_W,ajmer,arain,sandoliya,sandoliya,GEN,ajmer,arai,0,good,SC_W,arai,0,good,OBC_W,ajmer,arai,0,good,ajmer_arain_sandoliya,120,86,AJMER,119,21,6659,Arain,0,NA,91538,Sandoliya,91538,2498400,33612,SANDOLIYA,ajmer_sandoliya,NA,0,0
arain,GEN_W,ajmer,arain,sandoliya,sandoliya,GEN,ajmer,arai,0,good,SC_W,arai,0,good,OBC_W,ajmer,arai,0,good,ajmer_arain_sandoliya,122,86,AJMER,119,21,6659,Arain,0,NA,91537,Seel,91537,2498300,33612,SANDOLIYA,ajmer_sandoliya,NA,0,0
arain,ST,ajmer,arain,siroonj,sironj,GEN_W,ajmer,arai,0,good,OBC,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_siroonj,89,86,AJMER,119,21,6659,Arain,0,NA,91533,Gahalpur,91533,2497900,33614,SIROONJ,ajmer_siroonj,NA,0,0
arain,ST,ajmer,arain,siroonj,sironj,GEN_W,ajmer,arai,0,good,OBC,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_siroonj,90,86,AJMER,119,21,6659,Arain,0,NA,91530,Goli,91530,2497600,33614,SIROONJ,ajmer_siroonj,NA,0,0
arain,ST,ajmer,arain,siroonj,sironj,GEN_W,ajmer,arai,0,good,OBC,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_siroonj,99,86,AJMER,119,21,6659,Arain,0,NA,91531,Jugalipura,91531,2497700,33614,SIROONJ,ajmer_siroonj,NA,0,0
arain,ST,ajmer,arain,siroonj,sironj,GEN_W,ajmer,arai,0,good,OBC,arai,0,good,SC,ajmer,arai,0,good,ajmer_arain_siroonj,124,86,AJMER,119,21,6659,Arain,0,NA,91528,Sinroj,91528,2497400,33614,SIROONJ,ajmer_siroonj,NA,0,0
nawa,GEN,ajmer,beawar,asan,aasan,GEN_W,ajmer,jawaja,0,good,GEN,jawaja,0,good,GEN,ajmer,jawaja,0,good,ajmer_beawar_asan,286,86,AJMER,119,21,609,Beawar,609,4,915712,Sarupa,0,NA,33652,ASAN,ajmer_asan,1,1,0
nawa,OBC,ajmer,beawar,ateetmand,ateetmand,GEN,ajmer,jawaja,0,good,GEN,jawaja,0,good,GEN,ajmer,jawaja,0,good,ajmer_beawar_ateetmand,127,86,AJMER,119,21,609,Beawar,609,4,91793,Ateetmand,91793,2522500,33653,ATEETMAND,ajmer_ateetmand,NA,0,0
nawa,OBC,ajmer,beawar,ateetmand,ateetmand,GEN,ajmer,jawaja,0,good,GEN,jawaja,0,good,GEN,ajmer,jawaja,0,good,ajmer_beawar_ateetmand,200,86,AJMER,119,21,609,Beawar,609,4,91792,Jetpura,91792,2522400,33653,ATEETMAND,ajmer_ateetmand,NA,0,0
nawa,OBC,ajmer,beawar,ateetmand,ateetmand,GEN,ajmer,jawaja,0,good,GEN,jawaja,0,good,GEN,ajmer,jawaja,0,good,ajmer_beawar_ateetmand,268,86,AJMER,119,21,609,Beawar,609,4,91790,Ramsar Mohalla,91790,2522200,33653,ATEETMAND,ajmer_ateetmand,NA,0,0
nawa,GEN_W,ajmer,beawar,bar kochara,badkhochra,GEN_W,ajmer,jawaja,0,good,GEN_W,jawaja,0,good,OBC,ajmer,jawaja,0,good,ajmer_beawar_bar kochara,144,86,AJMER,119,21,609,Beawar,609,4,91869,Bar Kochara,91869,2529800,33657,BAR KOCHARA,ajmer_bar kochara,NA,0,0
nawa,GEN_W,ajmer,beawar,bar kochara,badkhochra,GEN_W,ajmer,jawaja,0,good,GEN_W,jawaja,0,good,OBC,ajmer,jawaja,0,good,ajmer_beawar_bar kochara,157,86,AJMER,119,21,609,Beawar,609,4,91864,Bhooriya Khera Kalan,91864,2529300,33657,BAR KOCHARA,ajmer_bar kochara,NA,0,0
nawa,GEN_W,ajmer,beawar,bar kochara,badkhochra,GEN_W,ajmer,jawaja,0,good,GEN_W,jawaja,0,good,OBC,ajmer,jawaja,0,good,ajmer_beawar_bar kochara,158,86,AJMER,119,21,609,Beawar,609,4,91865,Bhooriya Khera Khurd,91865,2529400,33657,BAR KOCHARA,ajmer_bar kochara,NA,0,0
